jini,	জিনি,	যিনি,	
pratisthanikbhabe,	প্রতিষ্ঠানিকভাবে,	প্রাতিষ্ঠানিকভাবে,	
narafoka,	নারাফক,	নরফোক,	
hosne,	হোসেন,	হোসনে,	
dharmee,	ধর্মি,	ধর্মী,	
hoonayin,	হৌনাইন,	হুনাইন,	
byabaharkaree,	ব্যবহারকারী,	ব্যবহারকারী,	
saoum,	সাউম,	সাওম,	
treevuj,	ত্রিভুজ,	ত্রিভূজ,	
torunderke,	তরুন্দরে,	তরুণদেরকে,	
vittiow,	ভিত্তওও,	ভিত্তিও,	
mitroder,	মিত্রদের,	মিত্রদের,	
shrabasti,	শ্রবব্তি,	শ্রাবস্তী,	
akreetokarjo,	আকৃতকর্র্য,	অকৃতকার্য,	
pratisthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
digreeke,	ডিগ্রীকে,	ডিগ্রিকে,	
madal,	মাদল,	মাদল,	
drishi,	দৃষ্যী,	দৃশ্যই,	
dhaanche,	ধাঁচে,	ধাঁচে,	
telakoocha,	তেলাকুচা,	তেলাকুচা,	
bhiqtara,	ভিক্টর,	ভিক্টর,	
shringgo,	স্রিংগ,	শৃঙ্গ,	
sangosthaner,	সংগস্থানের,	সংস্থানের,	
krema,	ক্রেম,	ক্রাইম,	
logic,	লগিি,	লজিক,	
nartana,	নর্টন,	নর্টন,	
mukhomondole,	মুখমন্ডলে,	মুখমণ্ডলে,	
aatok,	আটক,	আটক,	
tokey,	তোকে,	ত্বকেই,	
masters,	মাস্টার্স,	মাস্টার্স,	
nadike,	নাদিকে,	নদীকে,	
zojyota,	যোজ্যতা,	যোজ্যতা,	
yatharthabhabe,	যথার্থভাবে,	যথার্থভাবে,	
utsaahe,	উত্সাহে,	উৎসাহে,	
aanis,	আনিস,	আনিস,	
procharonamoolok,	প্রচারণামূলক,	প্রচারণামূলক,	
raagei,	রাগেই,	রাগেই,	
ispredshiit,	এস্পের্টিশ,	স্প্রেডশীট,	
karpeter,	কর্পেটের,	কার্পেটে,	
sukna,	শুক্ন,	শুকনা,	
jerakam,	জেরকম,	যেরকম,	
shakkhatkarer,	সাক্ষাৎকারের,	সাক্ষাৎকারের,	
thyachar,	থ্যাকার,	থ্যাচার,	
plack,	প্লক,	প্ল্যাক,	
hebhee,	হেভি,	হেভি,	
manir,	মানির,	মনির,	
nederland,	নেড্রালযান্ড,	নেদারল্যান্ড,	
foreex,	ফরেক্স,	ফরেক্স,	
nadigulir,	নাদিগুলির,	নদীগুলির,	
sahakari,	সহকারি,	সহকারী,	
aqabar,	একাবার,	আকাবার,	
pratistha,	প্রতিষ্ঠা,	প্রতিষ্টা,	
kanooner,	কানুনের,	কানুনের,	
orbit,	অর্বিত,	অরবিট,	
orrgho,	অর্ঘ,	অর্ঘ্য,	
santoshpore,	স্ন্তঃস্পরে,	সন্তোষপুর,	
mandape,	মন্দপে,	মন্ডপে,	
mukhya,	মূখ্য,	মুখ্য,	
bikretara,	বিক্রেটার,	বিক্রেতারা,	
shilpojaat,	শিল্পজাত,	শিল্পজাত,	
welcome,	ওয়লকম,	ওয়েলকাম,	
firoza,	ফিরোজা,	ফিরোজা,	
moofti,	মুফতী,	মুফতি,	
thesiser,	থেসিসের,	থিসিসের,	
ganochiener,	গণিছেনের,	গণচীনের,	
veenish,	ভেনিস,	ভেনিস,	
duckten,	ডাকেন,	ডাকতেন,	
firozaa,	ফিরোজা,	ফিরোজা,	
velcome,	ভেলসমে,	ওয়েলকাম,	
abheedhaanic,	আভিধানিক,	অভিধানিক,	
jhalkathi,	ঝালকাঠি,	ঝালকাঠী,	
khilafot,	খিলাফৎ,	খিলাফত,	
parsher,	পারসের,	পার্শ্বের,	
dhruboker,	ধ্রুবকের,	ধ্রুবকের,	
samaveshti,	সমাবেশ্টি,	সমাবেশটি,	
bhabaaponno,	ভবাপন্ন,	ভাবাপন্ন,	
tunaita,	তুনাইত,	টুনাইট,	
nikataner,	নিকতনের,	নিকেতনের,	
bosonte,	বসন্তে,	বসন্তে,	
cutie,	কাটি,	কিউটি,	
hiiragana,	হিরাগণ,	হিরাগানা,	
pravura,	প্রভূরা,	প্রভুরা,	
eporjonto,	এপরয্ন্ত,	এপর্যন্ত,	
monmoth,	মন্মথ,	মন্মথ,	
isosiyitasa,	এসোসিয়েটস,	এসোসিয়েটস,	
reejur,	রিজুর,	রিজুর,	
gabeshanagar,	গবেষণাগার,	গবেষনাগার,	
ase,	আসিয়া,	আসে,	
soomee,	সুমি,	সুমি,	
hostantor,	হস্তান্তর,	হস্তান্তর,	
bonsho,	বংশ,	বংশ,	
neemeette,	নিমিত্তে,	নিমিত্তে,	
jojyata,	যোজ্যতা,	যোজ্যতা,	
rajtontrey,	রাজতন্ত্রে,	রাজতন্ত্রে,	
rakibul,	রাকিবুল,	রকিবুল,	
bolkarok,	বলকারক,	বলকারক,	
chyata,	চ্যাট,	চ্যাট,	
peterkey,	পেতারকে,	পিটারকে,	
arshie,	আর্শি,	আরসিএ,	
notti,	নটটি,	নোটটি,	
shrabosty,	শ্রববস্তি,	শ্রাবস্তী,	
bbiswash,	বিশ্বস,	বিশ্বাস,	
akkhar,	অক্ষার,	অক্ষর,	
bhootara,	ভোটার,	ভোটার,	
blacq,	ব্লক,	ব্ল্যাক,	
sarjur,	সার্জুর,	সরযূর,	
porishongkhyanbid,	পরিসংখ্যান্ডি,	পরিসংখ্যানবিদ,	
antarctika,	আন্তর্ক্তিক,	অ্যান্টার্কটিকা,	
pratista,	প্রতিষ্ট,	প্রতিষ্টা,	
nagariker,	নাগরীকের,	নাগরিকের,	
shayetana,	সায়টান,	শয়তান,	
anciint,	অ্যানিসন,	এনসিয়েন্ট,	
asammati,	আসম্মতি,	অসম্মতি,	
osthishondhi,	অস্থিসংধি,	অস্থিসন্ধি,	
rabeta,	রবেট,	রাবেতা,	
hijritey,	হিজরিতে,	হিজরীতে,	
koyeeri,	কয়েরি,	কোয়েরি,	
probhritir,	প্রভূতির,	প্রভৃতির,	
besur,	বেসুর,	বেসুর,	
turkmen,	টার্কমেন,	তুর্কমেন,	
alankaron,	অলংকরণ,	অলঙ্করণ,	
kins,	কিন্স,	কিংস,	
musalmanyi,	মুসলম্নী,	মুসলমানই,	
ingrejder,	ইংর্জেদ্র,	ইংরেজদের,	
kaalki,	কালকি,	কালকি,	
baasaa,	বাসা,	বাসা,	
arakani,	অরাকনী,	আরাকানী,	
sarbharer,	সর্ভারের,	সার্ভারের,	
songkoloney,	সংকলনে,	সংকলনে,	
sloker,	স্লকের,	শ্লোকের,	
auttacharer,	উত্তচারের,	অত্যাচারের,	
onkita,	অংকিত,	অঙ্কিতা,	
nartan,	নর্তন,	নর্টন,	
kaloniir,	কালনীর,	কালনীর,	
dee,	ডি,	ডে,	
peerry,	পেরি,	পেরি,	
gondhe,	গন্ধে,	গন্ধে,	
joubankale,	যৌবনকালে,	যৌবনকাল,	
jaanaar,	জানার,	জানার,	
digree,	ডিগ্রী,	ডিগ্রি,	
saarbharti,	সর্বর্তি,	সার্ভারটি,	
chhaani,	ছানি,	ছানি,	
ghotleyo,	ঘটলেও,	ঘটলেও,	
tukrotey,	তুক্রতে,	টুকরোতে,	
gabeshana,	গবেষণা,	গবেষনা,	
janatey,	জানাতে,	জানাতে,	
skolarsip,	স্কলারশিপ,	স্কলারশিপ,	
dormetoree,	ডরমেটরি,	ডরমিটরি,	
mosjidke,	মস্জিদকে,	মসজিদকে,	
jiland,	জিল্যান্ড,	জিল্যান্ড,	
smarak,	স্মরক,	স্মারক,	
nischay,	নিশ্চে,	নিশ্চয়,	
koner,	কোণের,	কনের,	
dharagulor,	ধারাগুলোর,	ধারাগুলোর,	
trayte,	ট্রেয়েট,	ট্রেতে,	
playto,	প্লাট,	প্লেটো,	
rajtantra,	রাজতন্ত্র,	রাজতন্ত্র,	
muhurta,	মুহূর্ত,	মুহুর্ত,	
boarana,	বরানা,	বোরন,	
shiniyara,	সিনিয়ার,	সিনিয়র,	
adhyattik,	আধ্যাত্বিক,	আধ্যাত্মিক,	
scholastik,	স্কোলাস্টিক,	স্কলাস্টিক,	
dharagulo,	ধারাগুলো,	ধারাগুলো,	
partha,	পার্থ,	পার্থ,	
parther,	পা্্থার,	পার্থের,	
bhittie,	ভিত্তি,	ভিত্তিই,	
pujita,	পূজিতা,	পূজিতা,	
dwipgulo,	দিবপগুলো,	দ্বীপগুলো,	
janosonjog,	জনসম্গ,	জনসংযোগ,	
inamil,	ইনামিল,	এনামেল,	
siddhantoke,	সিদ্ধানটতে,	সিদ্ধান্তকে,	
uparjon,	উপরজন,	উপার্জন,	
mesenjjarer,	মেসিঞ্জারের,	মেসেঞ্জারের,	
samaveshke,	সমাবেসকে,	সমাবেশকে,	
odoore,	অদূরে,	অদুরে,	
transphorm,	ট্রান্সফর্ম,	ট্রান্সফর্ম,	
byaboharkari,	ব্যবহারকারি,	ব্যবহারকারী,	
said,	সাইড,	সাইদ,	
lettar,	লেটাটার,	লেটার,	
juktorastre,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
ceramiks,	কেরমিক্স,	সিরামিকস,	
donut,	দনুট,	ডোনাট,	
mujibur,	মুজিবর,	মুজিবুর,	
mashjid,	মসসিড,	মসজিদ,	
faj,	ফাঁজ,	ফাজ,	
diares,	ডিয়ের,	ডিআরএস,	
obosorer,	অসসরের,	অবসরের,	
bufar,	বুফার,	বাফার,	
horidware,	হরিদযারে,	হরিদ্বারে,	
karpeter,	কর্পেটের,	কার্পেটের,	
expression,	এক্সপ্রেশন,	এক্সপ্রেশন,	
chhutochhuti,	চুত্ছুটি,	ছুটোছুটি,	
bee,	বি,	বি,	
melobborne,	মেলববর্ণে,	মেলবোর্নে,	
upostheet,	উপস্থিত,	উপস্থিত,	
sammatitey,	সম্মতিতে,	সম্মতিতে,	
panchbar,	পাঁচবার,	পাঁচবার,	
setan,	সেতন,	শয়তান,	
venkates,	ভেন্কাটেস,	ভেঙ্কটেশ,	
sorboshoktiman,	সর্বসক্তিমান,	সর্বশক্তিমান,	
bapokotor,	ব্যাককতর,	ব্যাপকতর,	
enginearing,	ইনজিনিং,	ইঞ্জিনিয়ারিং,	
quary,	কোরি,	কোয়েরি,	
rakkhanvag,	রক্ষণভাগ,	রক্ষণভাগ,	
ajeeboner,	আজীবনের,	আজীবনের,	
uttar,	উত্তর,	উওর,	
breakthrough,	ব্রেকফারঘ,	ব্রেকথ্রু,	
hugheke,	হুঘকে,	হিউজকে,	
kokhonoba,	কখনোবা,	কখনওবা,	
marodeho,	মারদেহ,	মরদেহ,	
nirgaman,	নির্জমান,	নির্গমন,	
graambaasider,	গ্রামবাসীদের,	গ্রামবাসীদের,	
muzibur,	মুজিবর,	মুজিবুর,	
padarthabid,	পদার্থবিদ,	পদার্থবিদ,	
antarctikar,	আন্টর্ক্টিকর,	অ্যান্টার্কটিকার,	
halding,	হল্ডিং,	হোল্ডিং,	
shotokey,	শতকে,	শতকে,	
quarter,	কোর্টের,	কোয়ার্টার,	
aazaadir,	আজাদির,	আজাদীর,	
prithbir,	পৃথ্বীর,	পৃথবীর,	
flux,	ফ্লোক্স,	ফ্লাস্ক,	
kaando,	কান্ড,	কাণ্ড,	
dwipei,	দ্বিপেই,	দ্বীপেই,	
kottor,	কত্তর,	কট্টর,	
trend,	ট্র্যান্ড,	ট্রেন্ড,	
elaakao,	এলাকাও,	এলাকাও,	
pathanirdeshana,	পথনির্দেশনা,	পথনির্দেশনা,	
voterer,	ভোটরের,	ভোটারের,	
kar,	কার,	কর,	
bhaangchur,	ভাঙচুর,	ভাংচুর,	
suraropito,	সুরারপিত,	সুরারোপিত,	
mathieu,	মথিউ,	ম্যাথিউ,	
fareksa,	ফরেক্স,	ফরেক্স,	
chorchita,	চর্চিত,	চর্চিত,	
temanti,	টেমনটি,	তেমনটি,	
bjp,	বিজিএএ,	বিজেপি,	
gunman,	গুনমান,	গুণমান,	
alimpika,	আলিম্পিক,	অলিম্পিক,	
asantos,	অ্যান্ততস,	অসন্তোষ,	
noditi,	নদীতি,	নদীটি,	
bouddher,	বদ্ধের,	বৌদ্ধের,	
nabam,	নবম,	নবম,	
kolahol,	কলাহল,	কোলাহল,	
motion,	ম্যোশন,	মোশন,	
nodimaatrik,	নদমিত্রিক,	নদীমাতৃক,	
toroonke,	তরুণকে,	তরুণকে,	
komtee,	কমটি,	কমতি,	
udbhabane,	উদ্ভবনে,	উদ্ভাবনে,	
horidwar,	হরিদরার,	হরিদ্বার,	
sampadan,	সম্পাদন,	সম্পাদন,	
turkmeen,	তুর্কমীন,	তুর্কমেন,	
ganosachetanata,	গণসাচাতনাত,	গণসচেতনতা,	
