ahalya,	অহল্য,	অহল্যা,	
dakop,	ডাকপ,	দাকোপ,	
shuknaa,	শুকনা,	শুকনা,	
grameryi,	গ্র্যামেরি,	গ্রামেরই,	
bolokarok,	বলোকারক,	বলকারক,	
okkhor,	অক্ষর,	অক্ষর,	
cheelona,	ছিলনা,	ছিলনা,	
dormetoree,	ডরমেটরি,	ডরমিটরি,	
narikei,	নারীকেই,	নারীকেই,	
dharabahiktite,	ধারাাহিক্তিতে,	ধারাবাহিকটিতে,	
torangunj,	তরঙ্গঞ্জ,	তোরাবগঞ্জ,	
emarjenshi,	এমর্জিন্সি,	এমার্জেন্সি,	
sausagee,	সৌশগী,	সসেজ,	
pancbaar,	পাঁচবার,	পাঁচবার,	
harysher,	হরিসের,	হ্যারিসের,	
beenis,	বেইনিশ,	ভেনিস,	
byomkesh,	ব্যামকেশ,	ব্যোমকেশ,	
pudim,	পুদিম,	পুডিং,	
pettern,	প্যাটার্ন,	প্যাটার্ন,	
ralafa,	রোলফ,	রালফ,	
jokey,	জোকে,	জকি,	
taatey,	তাটে,	তাতে,	
niketaner,	নিকেতনের,	নিকেতনের,	
lutheerana,	লুথারনা,	লুথেরান,	
shosha,	শোষা,	শশা,	
rushad,	রুশদ,	রুশদ,	
basalt,	বাসল্ট,	ব্যাসল্ট,	
amorendro,	অমরেন্দ্র,	অমরেন্দ্র,	
aakik,	আকিক,	আকিক,	
bondhuvabaponyo,	বন্ধাাপন্য,	বন্ধুভাবাপন্ন,	
shookna,	শুকনা,	শুকনা,	
teenti,	তিনটি,	তিনটি,	
osocheton,	অসচেতন,	অসচেতন,	
phooloo,	ফুলও,	পোলো,	
nirbaho,	নির্বাহ,	নির্বাহ,	
poper,	পপার,	পোপের,	
utsaho,	উৎসাহ,	উৎসাহ,	
moogdal,	মুগদল,	মুগডাল,	
bhageri,	ভাগেরী,	ভাগেরই,	
bodhirta,	বধরিত্য,	বধিরতা,	
logic,	লোগিক,	লজিক,	
postay,	পোস্টে,	পোষ্টে,	
ghumachhilo,	ঘুমাছিল,	ঘুমাচ্ছিল,	
sharther,	সাবের,	স্বার্থের,	
ooipoka,	উইপক,	উইপোকা,	
kortam,	করতাম,	করতাম,	
enashiyenta,	এনসাইন্ট,	এনসিয়েন্ট,	
gronther,	গ্রন্থের,	গ্রন্থের,	
ghoomato,	ঘুমাত,	ঘুমাতো,	
anchalei,	আঞ্চলেই,	অঞ্চলেই,	
bissashe,	বিশ্বাসে,	বিশ্বাসে,	
sampadonkari,	সম্পাদনকারী,	সম্পাদনকারী,	
gatihin,	গতিহীন,	গতিহীন,	
adhattik,	আধ্যাত্বিক,	আধ্যাত্মিক,	
ekpase,	একপাশে,	একপাশে,	
setitey,	সেটিতে,	সেটিতে,	
sperm,	স্পের়ার,	স্পার্ম,	
jolrang,	জলরাং,	জলরঙ,	
daqten,	ডাকতেন,	ডাকতেন,	
ralph,	রালফ,	রালফ,	
tet,	তেইট,	টেট,	
vogno,	ভগ্ন,	ভগ্ন,	
eura,	ইউরা,	ইউরো,	
rights,	রাইটস,	রাইটস,	
edaning,	এডনিং,	ইদানিং,	
dharai,	ধারাই,	ধারাই,	
paschimey,	পশ্চিমে,	পশ্চিমে,	
romancho,	রোমাঞ্চ,	রোমাঞ্চ,	
alsaara,	অলসার,	আলসার,	
eoki,	ইকে,	এওকি,	
hepataitisa,	হেইপোটাইটিস,	হেপাটাইটিস,	
engreziteo,	ইংরেজিতেও,	ইংরেজিতেও,	
duburira,	দুবুরীরা,	ডুবুরিরা,	
model,	মোডেল,	মডেল,	
dooburir,	দুবুরীর,	ডুবুরির,	
saarbhare,	সারবারে,	সার্ভারে,	
pet,	পেট,	পেত,	
horiner,	হরিনের,	হরিণের,	
sangostha,	সংস্থ,	সংস্থা,	
beshirbhaageyi,	বেশীরভাগেই,	বেশিরভাগেই,	
sansthagulo,	সংস্থগুলো,	সংস্থাগুলো,	
iran,	ইইরন,	ইরান,	
vabuk,	ভবিক,	ভাবুক,	
wul,	উল,	উল,	
dakticketer,	ডাক্তিকেতের,	ডাকটিকিটের,	
bashitey,	বাঁসিতে,	বাঁশিতে,	
lyaand,	ল্যান্ড,	ল্যান্ড,	
koreemer,	করিমের,	করিমের,	
devolopar,	দেভলার,	ডেভলপার,	
jwor,	জ্বর,	জ্বর,	
bidrohiderke,	বিদ্রোহীদকে,	বিদ্রোহীদেরকে,	
durotomm,	দূরতম,	দূরতম,	
nothibhukto,	নথিভুক্ত,	নথিভুক্ত,	
shochindro,	শচিন্দ্র,	শচীন্দ্র,	
chanake,	চানকে,	ছানাকে,	
conservetion,	কনসার্ভেশন,	কনসারভেশন,	
deubande,	দিব্বেন্দে,	দেওবন্দে,	
jesthotar,	যেস্থতার,	জ্যেষ্ঠতার,	
modelgulo,	মোডেলগুলো,	মডেলগুলো,	
bisshonath,	বিশ্বাথ,	বিশ্বনাথ,	
shangkulan,	সঙ্কুলন,	সংকুলান,	
flag,	ফ্লাগ,	ফ্লাগ,	
chapol,	চপল,	চপল,	
biswashi,	বিশ্বাসী,	বিশ্বাসী,	
bhabatarini,	ভাতারীী,	ভবতারিণী,	
laiseensa,	লাইসেন্স,	লাইসেন্স,	
breq,	ব্রেইক,	ব্রেক,	
anuchcheder,	অনুচ্ছেদের,	অনুচ্ছেদের,	
sifi,	সিফি,	সাইফাই,	
nilkomol,	নিলকমল,	নীলকমল,	
choiti,	চৈতি,	চৈতি,	
aakkaash,	আক্াশ,	আককাস,	
pujit,	পুজিত,	পুজিত,	
dekhbaar,	দেখবার,	দেখবার,	
turky,	তার্কি,	তুর্কি,	
korkat,	কর্কাত,	কর্কট,	
manikya,	মাণিক্য,	মানিক্য,	
uroor,	উরুর,	উরুর,	
baibosthar,	ব্যবস্থার,	ব্যবস্থার,	
eshtonia,	এস্টনি,	এস্তোনিয়া,	
hedge,	হেডে,	হেজ,	
ballroom,	বালরম,	বলরুম,	
joluk,	জলুক,	জ্বলুক,	
rohoshyor,	রহস্যের,	রহস্যর,	
oiteejyo,	ঐতিজ্য,	ঐতিহ্য,	
bites,	বিটেস,	বাইটস,	
hoil,	হইল,	হইল,	
itostatah,	ইতস্থতা,	ইতস্ততঃ,	
dorji,	দরজি,	দরজি,	
agrodoot,	আগ্রদুত,	অগ্রদূত,	
shikhbey,	শিখবে,	শিখবে,	
sibraz,	শিব্রজ,	শিবরাজ,	
mirakel,	মীরাকেল,	মিরাকেল,	
ganaporibahan,	গণাপরিবাহন,	গণপরিবহন,	
prabhritite,	প্রভৃতিতে,	প্রভৃতিতে,	
rubol,	রাবোল,	রুবল,	
rachanakal,	রচনাকাল,	রচনাকাল,	
kada,	কাদ,	কোডা,	
bongshokey,	বংশকে,	বংশকে,	
khargosher,	খার্গসের,	খরগোসের,	
claus,	ক্লাস,	ক্লজ,	
hyarikeena,	হ্যারিকেন,	হ্যারিকেন,	
horiddare,	হরিদদারে,	হরিদ্বারে,	
pray,	প্রে,	প্রায়,	
gardeen,	গার্ডিন,	গার্ডেন,	
poschime,	পশ্চিমে,	পশ্চিমে,	
samrat,	সামরত,	সম্রাট,	
alexandarkey,	আলেকান্দারকে,	আলেকজান্ডারকে,	
brek,	ব্রেইক,	ব্রেক,	
shaajaano,	সাজানও,	সাজানো,	
bandhubhabaponno,	বাঁধধাপন্ন,	বন্ধুভাবাপন্ন,	
swamijir,	স্বামীজীর,	স্বামীজীর,	
jaanachhe,	জানাচ্ছে,	জানাচ্ছে,	
johns,	জোস,	জন্স,	
daqop,	ডাকপ,	দাকোপ,	
masti,	মস্তি,	মাস্তি,	
madal,	মাদল,	মাদল,	
bade,	বাদে,	বাদে,	
arthat,	অর্থট,	অর্থাৎ,	
dosa,	দোস,	দোসা,	
anisha,	অনিষ,	আনিস,	
bishwash,	বিশ্বাস,	বিশ্বাস,	
phutantoa,	ফুটান্ত,	ফুটন্ত,	
taunsheep,	তাউন্সিপ,	টাউনশিপ,	
doobate,	দুবতে,	ডুবাতে,	
baibasthar,	ব্যবস্থার,	ব্যবস্থার,	
bisheshshyer,	বিশেষের,	বিশেষ্যের,	
chamsky,	চামসিককি,	চমস্কি,	
besur,	বেশুর,	বেসুর,	
taffsher,	তফসের,	তাফসীর,	
laisensa,	লাইসেন্স,	লাইসেন্স,	
zesh,	জেস,	জেস,	
teresa,	তেরেস,	টেরেসা,	
shuter,	সুটার,	শ্যুটার,	
tuku,	তুকু,	টুকু,	
jeans,	জিন্স,	জিন্স,	
udbhaboney,	উদ্ভাবনে,	উদ্ভাবনে,	
itostatoh,	ইতস্থত,	ইতস্ততঃ,	
tukrotey,	তুকররে,	টুকরোতে,	
jor,	জোর,	জ্বর,	
sheo,	শিও,	সেও,	
kuntee,	কুনটি,	কুন্তী,	
mojdoor,	মজ্দুর,	মজদুর,	
peoples,	পিউপ্লেস,	পিপলস্,	
graambashee,	গ্রামবাসী,	গ্রামবাসী,	
karmopantha,	কর্মপন্থ,	কর্মপন্থা,	
natunatva,	নতুনত্ব,	নতুনত্ব,	
chalesi,	চলেসি,	চলেছি,	
cholchhee,	চলছি,	চলছে,	
biswashke,	বিশ্বাসকে,	বিশ্বাসকে,	
garden,	গার্ডেন,	গার্ডেন,	
teereesa,	তেরিশা,	টেরেসা,	
siropa,	শিরপা,	শিরোপা,	
pure,	পুরে,	পিওর,	
tersa,	তার্স,	টেরেসা,	
keyu,	কেউ,	কেউ,	
pleto,	প্লেইট,	প্লেটো,	
samle,	সমলে,	সামলে,	
pronoti,	প্রণতি,	প্রণতি,	
firoja,	ফিরজা,	ফিরোজা,	
samudratatey,	সমুদ্রতে,	সমুদ্রতটে,	
maradeho,	মারাদেহ,	মরদেহ,	
ajeempoor,	আজিমপুর,	আজিমপুর,	
dumaa,	দুমা,	দুমা,	
oncoltike,	অন্চটিকে,	অঞ্চলটিকে,	
inapharameshana,	ইনফারেনশন,	ইনফরমেশন,	
kash,	কাশ,	কাস,	
bolechile,	বলেছিলে,	বলেছিলে,	
russad,	রুশদ,	রুশদ,	
attaar,	অত্মার,	আত্তার,	
beekaargrasta,	বিকারগ্রস্ত,	বিকারগ্রস্ত,	
shreeshree,	শ্রীশ্রী,	শ্রীশ্রী,	
shektore,	সেক্টরে,	সেক্টরে,	
keengdom,	কিংমদ,	কিংডম,	
sikhra,	শিখ্র,	শিখরা,	
songkoloner,	সঙ্কলনের,	সংকলনের,	
stoone,	স্টুনে,	স্টোন,	
juktorashtre,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
dhikrita,	ঢিকৃত,	ধিকৃত,	
songkulan,	সঙ্কুলান,	সংকুলান,	
peshto,	পেষ্ট,	পেষ্ট,	
vool,	ভোল,	উল,	
satarkakari,	সতারকারী,	সতর্ককারী,	
kamiz,	কমিজ,	কামিজ,	
chhatrorai,	ছাত্রই,	ছাত্ররাই,	
jonosonjog,	জনসঙ্গ,	জনসংযোগ,	
teemothy,	তিমথি,	টিমোথি,	
keu,	কিউ,	কেউ,	
eute,	ইউট,	ইইউতে,	
poonch,	পুঁচ,	পুঞ্চ,	
imirgincy,	এমের্জিনি,	এমার্জেন্সি,	
victor,	ভিক্টোর,	ভিক্টর,	
koro,	কোরও,	করো,	
vaider,	বৈদের,	ভাইদের,	
scholastic,	স্কলালসি্টিক,	স্কলাস্টিক,	
eidhyaning,	ইধ্যাণিং,	ইদানীং,	
silbar,	শিলবার,	সিলভার,	
panthaar,	পাঁথার,	পন্থার,	
karmoi,	করম্যে,	কর্মই,	
phutbolarer,	ফুটবললের,	ফুটবলারের,	
parry,	প্যারি,	পেরি,	
pratisthasaho,	প্রতিষ্ঠাসহ,	প্রতিষ্ঠাসহ,	
tiuning,	টিউনিং,	টিউনিং,	
utsahe,	উত্সাহে,	উৎসাহে,	
bibhinno,	বিভিন্ন,	বিভন্ন,	
uindoo,	উইন্ডো,	উইন্ডো,	
fiks,	ফিক্স,	ফিক্স,	
dibbay,	দিব্বে,	দিব্যা,	
shaahaabaah,	সাহাবাহ,	সাহাবাহ,	
chitranatyakar,	চিত্রনাত্যকার,	চিত্রনাট্যকার,	
gudamjato,	গুদমজাত,	গুদামজাত,	
horinner,	হরিনের,	হরিণের,	
sangbadmadhyame,	সংবাধমে,	সংবাদমাধ্যমে,	
neurolojy,	নিউরোলজি,	নিউরোলজি,	
alaa,	আলা,	আলা,	
dhonyi,	ধন্য,	ধন্যি,	
monu,	মনু,	মনু,	
edhdaning,	এডধািি,	ইদানিং,	
goshthiti,	গোষ্ঠীটি,	গোষ্ঠীটি,	
bondhukey,	বন্ধুকে,	বন্ধুকে,	
naajee,	নাজি,	নাত্সি,	
khelafatey,	খেলাফাতে,	খেলাফতে,	
rooplal,	রোপ্লাল,	রূপলাল,	
taivan,	তাইভান,	তাইওয়ান,	
batsmani,	বাৎসমি,	ব্যাটসম্যানই,	
samaptir,	সমাপ্তির,	সমাপ্তির,	
