juktarashtrasaha,	যুক্তরাস্ট্রসহ,	যুক্তরাষ্ট্রসহ,	
bibader,	বিবাদের,	বিবাদের,	
jins,	জিন্স,	জিন্স,	
rajtontrokey,	রাজতন্ত্রকে,	রাজতন্ত্রকে,	
samajeri,	সমজেজীরী,	সমাজেরই,	
ieub,	ইউব,	আইইউবি,	
restuarant,	রেস্তোরাঁ্ন,	রেষ্টুরেন্ট,	
panchashjon,	পঞ্চাশসন,	পঞ্চাশজন,	
poonch,	পুঁচ,	পুঞ্চ,	
licensedhari,	লিজেন্সাধারী,	লাইসেন্সধারী,	
nodimaatrik,	নদমিতাত্রিক,	নদীমাতৃক,	
bisshonath,	বিশ্বসাথ,	বিশ্বনাথ,	
vabnakey,	ভব্নকে,	ভাবনাকে,	
ronodeep,	রনোদিপ,	রণদীপ,	
chamsky,	চামসি,	চমস্কি,	
sobchey,	সবচে,	সবচে,	
sollalaho,	সল্লাহাহ,	সল্লাল্লাহু,	
bishnuu,	বিষ্ণু,	বিষ্ণু,	
paare,	পারে,	পাড়ে,	
teestar,	টেস্টার,	তিস্তার,	
oncholgoolote,	অঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
gonocheener,	গণচিনের,	গণচীনের,	
eskol,	এসকল,	এসকল,	
porikkhateo,	পরীক্ষাতেতে,	পরীক্ষাতেও,	
bishashke,	বিশ্বাসকে,	বিশ্বাসকে,	
dweepkey,	দ্বিপকে,	দ্বীপকে,	
byatasamyan,	ব্যাতসম্যান,	ব্যাটসম্যান,	
komaanndar,	কমান্ডার,	কমাণ্ডার,	
shef,	সেফ,	শেফ,	
toroon,	তররুণ,	তরুন,	
chyata,	চ্যাত,	চ্যাট,	
ancient,	অনযান্সেট,	এনসিয়েন্ট,	
karadondey,	কারাদন্ডে,	কারাদণ্ডে,	
shapad,	শাপদ,	শ্বাপদ,	
sulphate,	সালফাতে,	সালফেট,	
nirikha,	নিরিখ,	নিরিখ,	
de,	ডে,	ডে,	
qarlosa,	কার্লস,	কার্লোস,	
grambaasi,	গ্রামাবাসী,	গ্রামবাসী,	
konfleekt,	কনফেল্ট,	কনফ্লিক্ট,	
kyapasula,	ক্যাপসুল,	ক্যাপসুল,	
manmath,	মননমথ,	মন্মথ,	
ajeempur,	আজিমপুর,	আজিমপুর,	
bhaandare,	ভান্ডারে,	ভাণ্ডারে,	
laaz,	লাজ,	লাজ,	
qlauda,	ক্লাউড,	ক্লাউড,	
meghacchonno,	মেঘাচ্ছন্ন,	মেঘাচ্ছন্ন,	
labonaktatar,	লবনাক্ততার,	লবণাক্ততার,	
tinhazar,	তিনহাজার,	তিনহাজার,	
alaa,	আলা,	আলা,	
palta,	পাল্ট,	পালটা,	
ixprission,	এক্সপ্রেশন,	এক্সপ্রেশন,	
alauler,	আলৌলের,	আলাওলের,	
vabanir,	ভবনীর,	ভবানীর,	
lokhindorer,	লোখিন্দরের,	লখিন্দরের,	
zacksan,	জ্যাকশন,	জ্যাকসন,	
bhogiroth,	ভোগীরথ,	ভগীরথ,	
rooplal,	রোপ্লাল,	রূপলাল,	
siqhar,	শিখার,	শিকার,	
oporeeshodhito,	অপরিষোধিত,	অপরিশোধিত,	
mukhobondho,	মুখবন্ধ,	মুখবন্ধ,	
sotteo,	সত্তেও,	সত্ত্বেও,	
hena,	হেন,	হেনা,	
taatey,	তাতে,	তাতে,	
pratiyogider,	প্রতিযোগিদের,	প্রতিযোগীদের,	
ekaatto,	একাত্ব,	একাত্ব,	
keyboarder,	কেবোর্ডের,	কীবোর্ডের,	
ceramiks,	কিরামিক্স,	সিরামিকস,	
marino,	মেরিনো,	মারিনো,	
gezetted,	জেজেতেদ,	গেজেটেড,	
cooling,	কোলিং,	কুলিং,	
shilvar,	শিলভার,	সিলভার,	
proshikkhane,	প্রশিক্ষণে,	প্রশিক্ষণে,	
dip,	ডিপ,	দীপ,	
reeliancee,	রিলিয়েন্স,	রিলায়েন্স,	
saafi,	সাফি,	সাফি,	
turqamena,	টুর্কমেন,	তুর্কমেন,	
abosan,	অবসন,	অবসান,	
chalochchitrei,	চলচচিত্রেই,	চলচ্চিত্রেই,	
sikkharthirao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
vobanipur,	ভবানীপুর,	ভবানীপুর,	
chalochchitra,	চলচচিত্র,	চলচ্চিত্র,	
elahabade,	এলাহাবাদ,	এলাহাবাদে,	
nodiitike,	নদীতিকে,	নদীটিকে,	
dormetory,	ডরমেটরি,	ডরমিটরি,	
neurology,	নিওরোলজি,	নিউরোলজি,	
nirmankaaj,	নির্মাণকাজ,	নির্মাণকাজ,	
firozaa,	ফিরোজা,	ফিরোজা,	
janmat,	জন্মাত,	জন্মাত,	
pustio,	পুষ্টিও,	পুষ্টি,	
dhikrita,	ধিকরিত,	ধিকৃত,	
mahindra,	মহিন্দ্র,	মাহিন্দ্রা,	
up,	উপ,	আপ,	
zubokti,	যুবকতি,	যুবকটি,	
gaphiloti,	গাফিলতি,	গাফিলতি,	
sheema,	সেম,	সীমা,	
songosthaner,	সংগস্থানের,	সংস্থানের,	
arifin,	আরিফিন,	আরিফিন,	
karka,	কার্ক,	কার্ক,	
janar,	জানর,	জানার,	
habshi,	হবশী,	হাবশী,	
jyaqasana,	জ্যাকসন,	জ্যাকসন,	
neerbaho,	নির্বাহ,	নির্বাহ,	
nabatamo,	নাটাম,	নবতম,	
shiramiksh,	শিরামিক্স,	সিরামিকস,	
aanhu,	আঁহু,	আনহু,	
odhit,	অধিত,	অধীত,	
megh,	মেঘ,	মেঘ,	
bhangley,	ভাঙলে,	ভাঙলে,	
riphleeksa,	রাইফেক্স,	রিফ্লেক্স,	
thyachara,	থ্যাচার,	থ্যাচার,	
kode,	কোড,	কোডে,	
salsa,	সালস,	সালসা,	
bhugten,	ভুগতেন,	ভুগতেন,	
indr,	ইঁ্ডর,	ইন্দ্র,	
starker,	স্টার্কের,	স্টার্কের,	
diaraesa,	ডায়রেস,	ডিআরএস,	
ghotol,	ঘটল,	ঘটল,	
siddhantagulo,	সিদ্ধান্তগুল,	সিদ্ধান্তগুলো,	
makhmaley,	মাখমে,	মখমলে,	
darzi,	দার্জি,	দরজি,	
drishyogulotey,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
bagey,	বাগে,	বাগে,	
sachindra,	সচীন্দ্র,	শচীন্দ্র,	
ghatla,	ঘটল,	ঘটল,	
akritakarja,	অকৃতকরাজ্য,	অকৃতকার্য,	
chaloke,	চালকে,	চালকে,	
fostar,	ফোস্টার,	ফস্টার,	
udbhabani,	উদ্ভবনী,	উদ্ভাবনী,	
aboshorer,	অবসরের,	অবসরের,	
nathibhukto,	নথিভুক্ত,	নথিভুক্ত,	
shansthatikey,	সাংস্থাটিকে,	সংস্থাটিকে,	
bhootara,	ভোটার,	ভোটার,	
trivuj,	ত্রিভুজ,	ত্রিভূজ,	
uindos,	উইন্ডোস,	উইন্ডোস,	
parishrami,	পরিশ্রমী,	পরিশ্রমী,	
protishta,	প্রতিষ্টা,	প্রতিষ্টা,	
morathee,	মরাঠি,	মরাঠি,	
slok,	শ্লক,	শ্লোক,	
capsul,	কাসপুল,	ক্যাপসুল,	
bishwanath,	বিশ্বনাথ,	বিশ্বনাথ,	
elakaati,	এলাকাটি,	এলাকাটি,	
jaank,	যাংক,	জাঁক,	
phokskon,	ফককশন,	ফক্সকন,	
baagicar,	বাগিকার,	বাগিচার,	
naajee,	নাজী,	নাত্সি,	
cheesa,	চেস,	চেস,	
pratisthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
petrol,	পেট্রোল,	পেট্রোল,	
kingsh,	কিংং,	কিংস,	
adhattik,	আধ্যাত্বিক,	আধ্যাত্মিক,	
janaalo,	জানালো,	জানালো,	
fund,	ফাউন্ড,	ফান্ড,	
seguloi,	সেগুলোই,	সেগুলোই,	
manbey,	মা্বে,	মানবে,	
mousumei,	মুসুমেই,	মৌসুমেই,	
nirvachoker,	নির্ভাচকের,	নির্বাচকের,	
meghke,	মেঘকে,	মেঘকে,	
soommo,	সুম্য,	সুমো,	
maunchostho,	মঞ্চস্থ,	মঞ্চস্থ,	
floodliter,	ফ্লুডলিটের,	ফ্লাডলাইটের,	
obdi,	অব্দি,	অব্দি,	
oichchik,	ঐচ্ছিক,	ঐচ্ছিক,	
basturoi,	বস্তুরই,	বস্তুরই,	
chesha,	চেস,	চেস,	
tirmiji,	তিরমিযী,	তিরমিজি,	
rubidiyam,	রুবিদিয়াম,	রুবিডিয়াম,	
granthotike,	গ্রন্থটিকে,	গ্রন্থটিকে,	
basuki,	বাসুকি,	বাসুকি,	
honduras,	হন্দুরাস,	হন্ডুরাস,	
gajee,	গজজী,	গেজ,	
definisian,	ডেফিনিশন,	ডেফিনেশন,	
poshchater,	পশ্চাতের,	পশ্চাতের,	
roobi,	রোবি,	রুবি,	
bhaibon,	ভাইবন,	ভাইবোন,	
omorendro,	অমরেন্দ্র,	অমরেন্দ্র,	
jamanor,	জামানোর,	জমানোর,	
muradke,	মুরাদে,	মুরাদকে,	
chowdhuryo,	চৌধুর্য,	চৌধুরীও,	
shringgey,	শ্রীঙ্গে,	শৃঙ্গে,	
zesa,	জেস,	জেস,	
totokhon,	ততক্ষণ,	ততক্ষন,	
tenishe,	টেনিশে,	টেনিসে,	
masajida,	মসজিজ,	মসজিদ,	
sektara,	সেক্টার,	সেক্টর,	
forma,	ফরমা,	ফর্মা,	
vogni,	ভগ্নি,	ভগ্নী,	
gonesh,	গণেশ,	গণেশ,	
naker,	নাকের,	নেকের,	
dhani,	ধ্বনি,	ধানি,	
korle,	করলে,	করলে,	
rakshanbhag,	রক্ষণভাগ,	রক্ষণভাগ,	
phood,	ফুড,	ফুড,	
gobeshakgon,	গবেষকগণ,	গবেষকগণ,	
satjoner,	সৎজনের,	সাতজনের,	
bhezano,	ভেজানো,	ভেজানো,	
heart,	হার্ট,	হার্ট,	
kortaam,	করতাম,	করতাম,	
cheerota,	চিরতা,	চিরতা,	
baraakpur,	বারাকুপুর,	বারাকপুর,	
asommoti,	আসম্মতি,	অসম্মতি,	
zubokra,	যুবকরা,	যুবকরা,	
gonosochetonota,	গণসনচ্ততানা,	গণসচেতনতা,	
chocchitrei,	চচ্চিত্রেই,	চলচ্চিত্রেই,	
fokser,	ফকসের,	ফক্সের,	
janagononar,	জনগননার,	জনগণনার,	
suhasini,	সুহসিনী,	সুহাসিনী,	
carpete,	কার্পেতে,	কার্পেটে,	
oshthad,	অষ্ঠাদ,	ওস্তাদ,	
bisheshshyer,	বিশেষ্যের,	বিশেষ্যের,	
manohputo,	মননহপুত,	মনঃপুত,	
deputy,	ডিপুটি,	ডেপুটি,	
tarunderke,	তারুণ্দেরকে,	তরুণদেরকে,	
boudher,	বৌধের,	বৌদ্ধের,	
karmokarke,	কর্মকারকে,	কর্মকারকে,	
akatwa,	একত্ব,	একাত্ব,	
osamorik,	অসমরিক,	অসামরিক,	
shatokei,	শতকেই,	শতকেই,	
ganaparibahan,	গণপরীবহণ,	গণপরিবহন,	
krusher,	ক্রুশের,	ক্রুশের,	
kabutarer,	কাবুতারের,	কবুতরের,	
prasadhani,	প্রসাধানী,	প্রসাধনী,	
parshe,	পারসে,	পার্শ্বে,	
deepon,	ডীপন,	দীপন,	
projanankal,	প্রজননকাল,	প্রজননকাল,	
cheekitshar,	চিকিৎসার,	চিকিত্সার,	
udvabaker,	উদ্ভাবকের,	উদ্ভাবকের,	
chhootee,	ছুটি,	ছুটি,	
durgotir,	দুর্গতির,	দুর্গটির,	
aukhando,	আখন্্দ,	অখন্ড,	
heavi,	হেভি,	হেভি,	
jibonnogor,	জীবননগর,	জীবননগর,	
parqs,	পার্কস,	পার্কস,	
spencer,	স্পেনার,	স্পেন্সার,	
bbiseshyo,	বিশেষ্য,	বিশেষ্য,	
modeltigulo,	মোদেলগুলিল,	মডেলগুলো,	
salphat,	সালফাত,	সালফেট,	
janosangjog,	জনসংযোগ,	জনসংযোগ,	
udvabaney,	উদ্ভাবনে,	উদ্ভাবনে,	
seating,	সেটিং,	সিটিং,	
sohojlovyotar,	সহজলভ্যতার,	সহজলভ্যতার,	
neermol,	নির্মল,	নির্মল,	
dharavahiktite,	ধরবাযিক্তিতে,	ধারাবাহিকটিতে,	
daja,	ডাজা,	ডোজো,	
bidghutey,	বিদ্ঘুতে,	বিদঘুটে,	
torkareer,	তরকারীর,	তরকারীর,	
samabeshke,	সমবেশকে,	সমাবেশকে,	
landing,	লাযান্ডিং,	ল্যান্ডিং,	
tinage,	টিনেজে,	টিনেজ,	
talal,	তলাল,	তালাল,	
jillul,	জিল্লুল,	জিল্লুল,	
carpeter,	কার্পেটের,	কার্পেটের,	
moricha,	মরিচা,	মরিচা,	
