choudhureeo,	চৌধুরিও,	চৌধুরীও,	
daqop,	ডাকোপ,	দাকোপ,	
agoora,	আগুরা,	আগোরা,	
dormitory,	ডরমেটরিি,	ডরমিটরি,	
jerusaleme,	জেরুসললমে,	জেরুসালেমে,	
pretii,	প্রেতি,	প্রিটি,	
diniphition,	ডিনিফিংনন,	ডেফিনেশন,	
samabesh,	সমেবেশ,	সমাবেশ,	
marmaraa,	মারমাা,	মারমারা,	
ptolemir,	প্লাটিমির,	টলেমির,	
kode,	কোডে,	কোড,	
vabani,	ভববানী,	ভবানী,	
sarjur,	সার্জুর,	সরযূর,	
scholastic,	স্কললাস্টিক,	স্কলাস্টিক,	
shaapholler,	সাফলের,	সাফল্যের,	
bibhonno,	বিভন্ন,	বিভন্ন,	
uparjaner,	উপার্জনের,	উপার্জনের,	
maail,	মইলল,	মাইল,	
kooda,	কোড,	কোডা,	
landin,	লন্ডিন,	ল্যান্ডিং,	
hizrii,	হিজরি,	হিজরী,	
bafal,	বফফল,	বিফল,	
phaltu,	ফলতু,	ফালতু,	
samosto,	সমস্ত,	সমস্ত,	
seating,	সিটিং,	সিটিং,	
amarjita,	অমর্জিত,	অমার্জিত,	
sharok,	শররক,	স্মারক,	
mokam,	মোকাম,	মোকাম,	
bosontokey,	বসন্তকে,	বসন্তকে,	
transform,	ট্রান্সফোর্ম,	ট্রান্সফর্ম,	
songhitar,	সংঘীতার,	সংহিতার,	
vangey,	ভাঙে,	ভাঙ্গে,	
protizogiira,	প্রতিযোগিরা,	প্রতিযোগীরা,	
cade,	কেড,	কোড,	
economeeks,	ইকোনমিক্স,	ইকোনমিকস,	
pleta,	প্লেট,	প্লেট,	
bagey,	বেযাগে,	বাগে,	
siitei,	সিতেেই,	শীতেই,	
dharabahikbhabey,	ধারাভাবিকভাবে,	ধারাবাহিকভাবে,	
dharavahiker,	ধারাভাহির,	ধারাবাহিকের,	
bagdady,	বাদদাী,	বাগদাদী,	
tonga,	তো্গ,	টোঙ্গা,	
firoz,	ফিরোজ,	ফিরোজ,	
armstrong,	আর্সট্ম্রি,	আর্মস্ট্রং,	
gemi,	গেমি,	জেমি,	
ponni,	পননন,	পন্নী,	
phulkapi,	ফুলকাপ,	ফুলকপি,	
postay,	পোস্টে,	পোষ্টে,	
subir,	সুবীর,	সুবীর,	
uposhthit,	উপস্থিত,	উপস্থিত,	
kormokarke,	কর্মকাকে,	কর্মকারকে,	
oncoleo,	অঞ্চলেও,	অঞ্চলেও,	
tersa,	টের্স,	টেরেসা,	
nirvachoker,	নির্বাচকের,	নির্বাচকের,	
harisoner,	হািসনের,	হ্যারিসনের,	
ashonka,	আসঙ্কা,	আশঙ্কা,	
kulo,	কূল,	কুলো,	
anchaltike,	অঞ্চললিকে,	অঞ্চলটিকে,	
neurology,	নিরোোলজি,	নিউরোলজি,	
joubanbotii,	যৌবনবতী,	যৌবনবতী,	
nobom,	নবম,	নবম,	
craze,	ক্রেজ,	ক্রেজ,	
teemothy,	তিমোি,	টিমোথি,	
upobashee,	উপবাসী,	উপবাসী,	
vushito,	ভূষীত,	ভূষিত,	
neutrino,	নিতৃত্ণিণ,	নিউট্রিনো,	
sikkhakbrindo,	শিক্ষাবীক্ণ,	শিক্ষকবৃন্দ,	
balatkar,	বালাাকক,	বলাৎকার,	
nodimatrik,	নাদাামিতক,	নদীমাতৃক,	
aviyojan,	অভিযাজ,	অভিযোজন,	
sambhabonao,	সম্ভাবনও,	সম্ভবনাও,	
seekkhokke,	শিক্ষককে,	শিক্ষককে,	
ddhake,	ঢেকে,	ঢেকে,	
prokolpow,	প্রকললপপ,	প্রকল্পও,	
rajpur,	রাজপুর,	রাজপুর,	
gandhikey,	গননধিকে,	গান্ধীকে,	
nek,	নেক,	নেক,	
kale,	কলল,	কালে,	
daul,	ডাউল,	দেউল,	
juktorastrey,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
nodiigulo,	নদীগুলো,	নদীগুলো,	
abdur,	আবদুর,	আবদুর,	
haipar,	হাইপার,	হাইপার,	
sahajlabhbhatar,	সহজ্লভাটার,	সহজলভ্যতার,	
railliner,	রেলিিনের,	রেললাইনের,	
potthon,	পাঠন,	পঠন,	
porikkhateo,	পরীক্ষাতেও,	পরীক্ষাতেও,	
ayadabhanshada,	অ্যাডভাসনড,	অ্যাডভান্সড,	
koordider,	কুর্দিদের,	কুর্দিদের,	
restaurant,	রেস্তুরান্ট,	রেষ্টুরেন্ট,	
nagorikke,	নাগরিকে,	নাগরিককে,	
torunke,	ত্রুণকে,	তরুণকে,	
beeswaske,	বিশ্বাসকে,	বিশ্বাসকে,	
zeebonto,	জীবনত্,	জীবন্ত,	
brittakare,	বৃত্তাকারে,	বৃত্তাকারে,	
harbourey,	হার্ভয়ের,	হারবারে,	
asavyo,	অসব্য,	অসভ্য,	
phutbolarra,	ফুটবালরর,	ফুটবলাররা,	
pyatarna,	প্যাটার্ন,	প্যাটার্ন,	
bishwanath,	বিশ্ববাথ,	বিশ্বনাথ,	
besur,	বেশুর,	বেসুর,	
bagdadii,	বাদদাদী,	বাগদাদী,	
chhatroraai,	ছাত্ররাই,	ছাত্ররাই,	
harbor,	হারব,	হারবার,	
teyt,	টেইট,	টেট,	
bomkesh,	বোমকেশ,	ব্যোমকেশ,	
samanwitabhabe,	সমান্ীততববে,	সমন্বিতভাবে,	
ghoomato,	ঘুমাতো,	ঘুমাতো,	
abotaar,	অবতার,	অবতার,	
qaferderke,	কাফররদে,	কাফেরদেরকে,	
chitranatyakar,	চিত্রনাত্যাাকর,	চিত্রনাট্যকার,	
maudeler,	মুউদেের,	মডেলের,	
duma,	দুম,	দুমা,	
noiteekvabe,	নৈতিকভভবে,	নৈতিকভাবে,	
bishwashi,	বিশ্বাসী,	বিশ্বাসী,	
engrezer,	ইংরেজের,	ইংরেজের,	
drishyagulote,	দৃশ্যাগুলোতে,	দৃশ্যগুলোতে,	
safiin,	সেফিন,	সাফিন,	
saabyastha,	সাব্যস্ত,	সাব্যস্থ,	
charchita,	চর্চিত,	চর্চিত,	
cheenja,	চেঞ্জ,	চেঞ্জ,	
byasalt,	ব্যালল,	ব্যাসল্ট,	
naabyota,	নাব্যতা,	নাব্যতা,	
vaider,	বৈইডের,	ভাইদের,	
maldava,	মোলদাবা,	মলদোভা,	
steit,	স্টেইট,	স্টেইট,	
songkulan,	সংকুলুন,	সংকুলান,	
tyapa,	ট্যাপ,	ট্যাপ,	
bishesyer,	বিশেষের,	বিশেষ্যের,	
asantos,	অ্াস্তোস,	অসন্তোষ,	
deqe,	ডেকে,	ডেকে,	
bojhey,	বহে,	বোঝে,	
ongshogrohoner,	অংশগ্রহণের,	অংশগ্রহনের,	
sabrakamer,	সব্রকামের,	সবরকমের,	
beeswasi,	বিশ্বাসী,	বিশ্বাসই,	
naditi,	নাদীতি,	নদীটি,	
bonvumi,	বনভূমি,	বনভূমি,	
oncholeo,	অঞ্চলেও,	অঞ্চলেও,	
netions,	নেটিয়াসস,	নেশনস,	
dearas,	ডিরাস,	ডিআরএস,	
geeja,	গেজ,	গেজ,	
nursery,	নার্সারি,	নার্সারি,	
sohopathike,	সহপাঠীকে,	সহপাঠীকে,	
masey,	মাসে,	মাসে,	
protishtan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
daktikiter,	দক্তিকিতের,	ডাকটিকিটের,	
nothivuktir,	নথিভুক্তির,	নথিভুক্তির,	
agora,	আগোরা,	আগোরা,	
proshikkhone,	প্রশিক্ষণে,	প্রশিক্ষণে,	
prachurzer,	প্রাচুর্যের,	প্রাচুর্যের,	
machhder,	মাছদের,	মাছদের,	
pubancholer,	পুবা্চলের,	পূর্বাঞ্চলের,	
paite,	পাইে,	পাইতে,	
harbar,	হারববার,	হারবার,	
khalid,	খলিড,	খালিদ,	
masjidke,	মাসজিদকে,	মসজিদকে,	
arthurer,	অর্থুরের,	আর্থারের,	
ayantarqatiqa,	আ্্টা্্লটটিক,	অ্যান্টার্কটিকা,	
harysher,	হারিসের,	হ্যারিসের,	
ishpredshhit,	এস্প্দৃশীট,	স্প্রেডশীট,	
botgach,	বোগগাঁ,	বটগাছ,	
peerry,	পেরী,	পেরি,	
grambasheeo,	গ্রামবাশীও,	গ্রামবাসীও,	
jibonto,	জীবনতত,	জীবন্ত,	
dackop,	ডাকোপ,	দাকোপ,	
bishshash,	বিশ্বাস,	বিশ্বাস,	
kada,	কাডা,	কোডা,	
aamor,	আমর,	আমর,	
moshzidti,	মস্জিদটি,	মসজিদটি,	
rejidensh,	রেজিডেন্স,	রেসিডেন্স,	
emargency,	এমর্্েনেি,	এমার্জেন্সি,	
pooshteer,	পুষ্টির,	পুষ্টির,	
serverti,	সার্ভার্টি,	সার্ভারটি,	
heeja,	হেজা,	হেজ,	
soptahokal,	সপ্তাহকা,	সপ্তাহকাল,	
reliance,	রিলিয়ানসস,	রিলায়েন্স,	
votar,	ভোটা,	ভোটার,	
swajaner,	স্বজনের,	স্বজনের,	
maudeley,	মুডেলে,	মডেলে,	
grot,	গ্রটট,	গ্রোথ,	
onurbor,	অনুর্বর,	অনুর্বর,	
taimas,	টাইমস,	টাইমস্,	
jathartha,	যথথর্থ,	যথার্থ,	
rokibul,	রককিুব,	রকিবুল,	
protijogiir,	প্রতিযোগির,	প্রতিযোগীতার,	
sobrakomer,	সবরাকমরর,	সবরকমের,	
poschimae,	পশ্চিমে,	পশ্চিমে,	
komatei,	কমাতেই,	কমাতেই,	
setan,	সেতেন,	শয়তান,	
debdeby,	দেবদীবীব,	দেবদেবী,	
manikyo,	মাণিক্য,	মানিক্য,	
os,	অস,	অস,	
sabbir,	সববির,	সাব্বির,	
ghenshei,	ঘেনসেই,	ঘেঁষেই,	
azaadeer,	আজাদীর,	আজাদীর,	
lojic,	লজিিক,	লজিক,	
tiunar,	টিউনার,	টিউনার,	
satjon,	সতজজ,	সাতজন,	
pishach,	পিশাচ,	পিশাচ,	
taufiq,	তৌফি,	তৌফিক,	
udvaban,	উদ্ভবন,	উদ্ভাবন,	
gronthoti,	গ্রন্থটি,	গ্রন্থটি,	
suparichito,	সুপরিচিত,	সুপরিচিত,	
gobeshakgon,	গবেষকোগণ,	গবেষকগণ,	
mast,	মোস্ট,	মাস্ত,	
hyper,	হাইপার,	হাইপার,	
tarbine,	তারবিনে,	টারবাইন,	
panera,	পানেরা,	পনের,	
nirmol,	নির্মল,	নির্মল,	
hochchilo,	হচ্ছিল,	হচ্ছিলো,	
lampat,	লমযামপাট,	লম্পট,	
veedanta,	বীদন্ত,	বেদান্ত,	
tafaat,	তাটট,	তফাৎ,	
gudamjat,	গুদামাা,	গুদামজাত,	
relance,	রিলেন্স,	রিলায়েন্স,	
ghurchen,	ঘুরছেন,	ঘুরেছেন,	
tophaat,	তফট,	তফাৎ,	
oitijje,	ঐটিজে,	ঐতিহ্যে,	
olngkoron,	অলংকরণ,	অলঙ্করণ,	
jaak,	যাক,	জাঁক,	
uponeesoder,	উপনিশদদর,	উপনিষদের,	
prajanankal,	প্রজণনকাল,	প্রজননকাল,	
abhishangson,	অভিসংসন,	অভিশংসন,	
gezeteda,	জেজেটেড,	গেজেটেড,	
freedom,	ফ্রিডম,	ফ্রীডম,	
superheira,	সুপারেহর,	সুপারহিরো,	
rooshod,	রুশদ,	রুশদ,	
taateo,	তাতেও,	তাতেও,	
bashoborty,	বাসবর্্ী,	বশবর্তী,	
laaiseens,	লাইনেস,	লাইসেন্স,	
konishtho,	কনিষ্ঠ,	কনিষ্ঠ,	
bheemsen,	ভীমসেন,	ভীমসেন,	
vatar,	ভাটার,	ভাতার,	
chef,	চেফ,	শেফ,	
armstronz,	আর্সটা্রন,	আর্মস্ট্রং,	
horiddar,	হরিদার,	হরিদ্বার,	
chitronatyokar,	চিত্রনাট্যাার,	চিত্রনাট্যকার,	
rajotta,	রাজত্ত,	রাজত্ব,	
purbancole,	পূর্বানকচলে,	পূর্বাঞ্চলে,	
daltyagi,	দললতযাগী,	দলত্যাগী,	
dabhara,	দাভরা,	ডোভার,	
neermol,	নির্মল,	নির্মল,	
satarko,	সতার্ক,	সতর্ক,	
karleo,	কালেও,	করলেও,	
abhidhaneec,	অভিধানিক,	অভিধানিক,	
cheerkut,	চিরকুটু,	চিরকুট,	
pratijogitamulak,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
juktarashtrasaha,	যুক্তরসস্তা,	যুক্তরাষ্ট্রসহ,	
valobase,	ভালবাসে,	ভালোবাসে,	
ogovir,	অগভীর,	অগভীর,	
