areek,	আরেক,	আরিক,	
pratista,	প্রতিষ্ট,	প্রতিষ্টা,	
meghachchanno,	মেঘাছন্যান,	মেঘাচ্ছন্ন,	
mach,	মাচ,	মাছ,	
jemi,	জেমি,	জেমি,	
bonyopran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
associatis,	অ্যাসোসিসিটিস,	এসোসিয়েটস,	
jacqson,	যাকসন,	জ্যাকসন,	
ingrejiteo,	ইংরেজিতেও,	ইংরেজিতেও,	
palashir,	পলাসির,	পলাশীর,	
abheedhaner,	অভিধানের,	অভিধানের,	
dhaloor,	ঢালুর,	ঢালুর,	
sthaponake,	স্থাপনাকে,	স্থাপনাকে,	
sikkhartheerao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
baaiq,	ব্যাক,	বাইক,	
surkey,	শুরকে,	সুরকে,	
chomski,	চমস্কি,	চমস্কি,	
sahab,	সাহাব,	সাহাব,	
jatata,	যতটা,	যতোটা,	
torunderke,	তরুণদেরকে,	তরুণদেরকে,	
okkhor,	অক্ষর,	অক্ষর,	
uper,	উপার,	আপের,	
deebating,	ডেবটিং,	ডিবেটিং,	
nagarikkey,	নাগরিককে,	নাগরিককে,	
besirbhagei,	বেশিরভাগই,	বেশিরভাগেই,	
thakeni,	থাকেনি,	থাকেনি,	
jounatar,	যৌনতার,	যৌনতার,	
roomantic,	রোম্যান্টিক,	রোমান্টিক,	
jansa,	জাসস,	জন্স,	
falkati,	ফলকাটি,	ফলকটি,	
besinay,	বেশিনে,	বেসিনে,	
matriroop,	মাতররীপূ,	মাতৃরূপ,	
tafasir,	তাফসির,	তাফসীর,	
grambasi,	গ্রামসবি,	গ্রামবাসী,	
dwipgulo,	দ্বিগুলো,	দ্বীপগুলো,	
bhalobasar,	ভালবাসার,	ভালোবাসার,	
kommppito,	কম্পিপিত,	কম্পিত,	
proshtotto,	প্রস্ততত্ত্ব,	প্রস্ত্তত,	
tribhuj,	ত্রিভুজ,	ত্রিভূজ,	
aper,	আপের,	আপের,	
mesenjjarer,	মেশেঞ্জারের,	মেসেঞ্জারের,	
trup,	ট্রুপ,	ট্রুপ,	
postay,	পোস্টে,	পোষ্টে,	
cholchhe,	চলছে,	চলছে,	
sontoshpur,	সন্তঃষুপুর,	সন্তোষপুর,	
eeraner,	ইরানের,	ইরানের,	
maile,	মেলে,	মাইল,	
shangkulan,	সংকুলন,	সংকুলান,	
loukikataa,	লৌকিকাতা,	লৌকিকতা,	
nothivookta,	নথিভুক্ত,	নথিভুক্ত,	
ganokantho,	গণকণ্ঠ,	গণকণ্ঠ,	
turkey,	তুর্কী,	তুর্কি,	
eashter,	ইস্টার,	ইস্টার,	
cholocchitro,	চলচিত্র,	চলচ্চিত্র,	
hotodoridro,	হতদিরদ্র,	হতদরিদ্র,	
bipajjanak,	বিপজজজনক,	বিপজ্জনক,	
madrasa,	মাদরাসা,	মাদ্রাসা,	
ddheke,	ঢেকে,	ঢেকে,	
homshke,	হমস্কে,	হোমসকে,	
heelser,	হেলসের,	হিলসের,	
sabrakomer,	সব্রকমের,	সবরকমের,	
sudha,	সুধ,	সুধা,	
dasha,	দশা,	দোসা,	
vabaponno,	ভবাপন্ন,	ভাবাপন্ন,	
namo,	নামও,	নমো,	
jhankar,	ঝাঁকার,	ঝঙ্কার,	
marmader,	মারমদের,	মারমাদের,	
labonaaktotaar,	লবনাক্ততার,	লবণাক্ততার,	
basakey,	বাসাকে,	বাসাকে,	
siddhantokey,	সিদ্বানকতে,	সিদ্ধান্তকে,	
choiti,	চৈইটি,	চৈতি,	
bishrinkhala,	বিশৃংখল,	বিশৃঙ্খলা,	
thishisher,	থিসিসের,	থিসিসের,	
prokalpati,	প্রকল্পটি,	প্রকল্পটি,	
opohoronn,	অপহরণ,	অপহরন,	
pushtir,	পুষ্টির,	পুষ্টির,	
sahajlabhbhotar,	সহজল্ভবার,	সহজলভ্যতার,	
pattern,	প্যাটার্ন,	প্যাটার্ন,	
qoda,	কোদ,	কোড,	
nirbaaho,	নির্বাহ,	নির্বাহ,	
tuner,	টিউনার,	টিউনার,	
laaj,	লাজ,	লাজ,	
prodeeper,	প্রদীপের,	প্রদীপের,	
eksapreshana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
juktorastrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
nothivukta,	নথিভুক্ত,	নথিভুক্ত,	
varotey,	ভারতে,	ভারতে,	
saranor,	সরণোর,	সরানোর,	
poromartho,	পরমর্থ,	পরমার্থ,	
fiksing,	ফিক্সিং,	ফিক্সিং,	
sikara,	সিকার,	শিকার,	
deeares,	ডাইরেস,	ডিআরএস,	
sthaponagulo,	স্থাপানগুলো,	স্থাপনাগুলো,	
athar,	আঠার,	আতহার,	
antarbhukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
nabbata,	নব্বত,	নাব্যতা,	
venis,	বেনিস,	ভেনিস,	
skolarsip,	স্কলারশিপ,	স্কলারশিপ,	
jameske,	যামেসকে,	জেমসকে,	
swajaner,	স্বজনের,	স্বজনের,	
asaciates,	অ্যাসেসিসেস,	এসোসিয়েটস,	
ikbaaler,	ইক্বলের,	ইকবালের,	
durg,	ডার্গ,	দুর্গ,	
leder,	লেডার,	লিডার,	
dubureer,	ডুবুরির,	ডুবুরির,	
pratool,	প্রোটুল,	প্রতুল,	
anhu,	অনু,	আনহু,	
vaider,	বৈদের,	ভাইদের,	
pachchen,	পাছছেন,	পাচ্ছেন,	
mandape,	মানদপে,	মন্ডপে,	
shikshakromer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
shipa,	শিপা,	শিপ,	
meiler,	মেলের,	মেইলের,	
taunasipa,	টাননিপপ,	টাউনশিপ,	
mataram,	মাতারাম,	মাতরম,	
ikbaler,	ইক্বলের,	ইকবালের,	
jaroori,	জরুরি,	জরূরী,	
oxforde,	অক্সফার্ডে,	অক্সফোর্ডে,	
canflict,	ক্যানফেল্ট,	কনফ্লিক্ট,	
atitkale,	অতীতকালে,	অতীতকালে,	
alpoi,	অল্পই,	অল্পই,	
vejano,	ভেজানো,	ভেজানো,	
salmaaner,	স্লামানের,	সালমানের,	
bisringkhola,	বিশৃঙ্খলা,	বিশৃঙ্খলা,	
bulano,	বুলন,	বুলান,	
chheelona,	ছিলনা,	ছিলনা,	
siramiks,	সারাইমিক্স,	সিরামিকস,	
jesthaa,	জেষ্ঠা,	জ্যেষ্ঠা,	
ajim,	অজিম,	আজিম,	
samajikotar,	সামাজিকতার,	সামাজিকতার,	
bamon,	বামন,	বামন,	
rifleks,	রাইফেক্স,	রিফ্লেক্স,	
baarakpur,	ব্যারাকপুর,	বারাকপুর,	
dazjo,	দজ্জ,	দাহ্য,	
maudeling,	মাউলেইং,	মডেলিং,	
deembakreeti,	ডিম্বাকৃতি,	ডিম্বাকৃতি,	
shnaipara,	স্নাইপার,	স্নাইপার,	
azijer,	অজিজের,	আজিজের,	
taateo,	তাটেও,	তাতেও,	
jalrang,	জলরাঙ,	জলরঙ,	
aoki,	আওকি,	এওকি,	
daalu,	ডালু,	ডালু,	
utsahi,	উত্সাহী,	উৎসাহী,	
gandho,	গান্ধ,	গন্ধ,	
bikretara,	বিক্রেটার,	বিক্রেতারা,	
pachok,	পাচক,	পাচক,	
kokhonoba,	কখনোবা,	কখনওবা,	
agiboner,	অজিবনের,	আজীবনের,	
potochitrer,	পতিচিত্রের,	পটচিত্রের,	
skalastika,	স্কললাস্টিক,	স্কলাস্টিক,	
mashjid,	মস্জীদ,	মসজিদ,	
chalochchitrake,	চলচিত্রকে,	চলচ্চিত্রকে,	
kormopontha,	কর্মপথ্থ,	কর্মপন্থা,	
byapoktor,	ব্যাপকট্তর,	ব্যাপকতর,	
pracharana,	প্রচারনা,	প্রচারণা,	
hanttey,	হাঁটতে,	হাঁটতে,	
udvabaney,	উদ্ভাবনে,	উদ্ভাবনে,	
maricha,	মরিিচা,	মরিচা,	
mashtarsha,	মাস্টার্স,	মাস্টার্স,	
asociatees,	অ্যাসোসিসেটস,	এসোসিয়েটস,	
metere,	মিযাটারে,	মিটারে,	
upobashii,	উপবাসী,	উপবাসী,	
nathibhookto,	নথিভুক্ত,	নথিভুক্ত,	
shanstha,	সনস্থ,	সংস্থা,	
olimpik,	অলিম্পিক,	অলিম্পিক,	
qonflict,	কনফেল্টিক,	কনফ্লিক্ট,	
coda,	কোড,	কোডা,	
oitijjho,	ঐতিজ্য,	ঐতিহ্য,	
mausumti,	মৌসমুটি,	মৌসুমটি,	
olngkoron,	অলংকরণ,	অলঙ্করণ,	
abosane,	অবসনে,	অবসানে,	
ogobhir,	অগভীর,	অগভীর,	
awrbit,	আরবিত,	অরবিট,	
footbalarder,	ফুটবলদারদের,	ফুটবলারদের,	
shukraanu,	শুক্রাণু,	শুক্রানু,	
aasirbaad,	আশীর্বাদ,	আশির্বাদ,	
sheshardhe,	শেষার্ধে,	শেষার্ধে,	
samaveshti,	সমভেষ্টি,	সমাবেশটি,	
korim,	করিম,	করিম,	
ashor,	অশর,	আসর,	
armshtrong,	আর্সস্রোরেং,	আর্মস্ট্রং,	
taffsherer,	তাফসারের,	তাফসীরের,	
mail,	মেল,	মাইল,	
daacktickete,	ডাক্তিতেকে,	ডাকটিকিটে,	
akhhunno,	অখ্যুন্ন,	অক্ষুণ্ণ,	
gorjon,	গর্জন,	গর্জন,	
saqara,	সাকার,	সাকার,	
ddheela,	ধীল,	ঢিলা,	
scorey,	স্করে,	স্কোরে,	
bisshaskey,	বিশ্বাসকে,	বিশ্বাসকে,	
nirmankaz,	নির্মাণকাজ,	নির্মাণকাজ,	
elgoridom,	এলগরিদম,	এলগরিদম,	
dhanyi,	ধানই,	ধন্যি,	
dargah,	দরগা,	দরগাহ,	
durgotsob,	দুর্ঘততভ,	দুর্গোৎসব,	
chhatogolpe,	ছোটোগল্পে,	ছোটগল্পে,	
proteesthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
internship,	ইন্টার্নশীপ,	ইন্টার্নশিপ,	
kaaleo,	কালেও,	কালেও,	
phoster,	ফোস্টার,	ফস্টার,	
santoshe,	সন্ত্যশে,	সন্তোষে,	
kaando,	কান্ড,	কাণ্ড,	
braille,	ব্রেল,	ব্রেইল,	
panthaar,	পাঁথার,	পন্থার,	
sina,	সিনা,	সিনা,	
mozlishpoor,	মজলিশপুর,	মজলিশপুর,	
grambasider,	গ্রামবাসীদের,	গ্রামবাসীদের,	
se,	সে,	সে,	
prithibir,	পৃথিবীর,	পৃথবীর,	
habsi,	হাবসি,	হাবশী,	
nondolal,	নন্ডলাল,	নন্দলাল,	
bhatar,	ভাটার,	ভাতার,	
sahapathike,	সহপাঠিকে,	সহপাঠীকে,	
vumir,	ভূমির,	ভূমির,	
bhogini,	ভোগিনী,	ভগিনী,	
palki,	পাল্কি,	পাল্কি,	
jonosanjog,	জনসঙ্গত,	জনসংযোগ,	
sanmukh,	সানমুখ,	সন্মুখ,	
majlishpur,	মাজলিশপুর,	মজলিশপুর,	
bonbhumite,	বনভূমিতে,	বনভূমিতে,	
dara,	দরা,	দারা,	
cheesa,	চীসা,	চেস,	
brittakar,	বৃত্তাকার,	বৃত্তাকার,	
taunashhipa,	টাউনশিপ,	টাউনশিপ,	
sanstha,	সংস্থ,	সংস্থা,	
dokaangulotey,	দোকাঙ্গুলোতে,	দোকানগুলোতে,	
pratisthanikvabey,	প্রতিষ্ঠানিকভাবে,	প্রাতিষ্ঠানিকভাবে,	
braqe,	ব্রেক,	ব্রেক,	
madrasakey,	মাদরাসকে,	মাদ্রাসাকে,	
baireyo,	বারেও,	বাইরেও,	
depooti,	দেপুটি,	ডেপুটি,	
amar,	আমার,	আমর,	
aunty,	অন্টি,	আন্টি,	
otyachari,	অত্যাচারী,	অত্যাচারী,	
jonmat,	জন্মাত,	জন্মাত,	
bhaabaponno,	ভাবাপন্ন,	ভাবাপন্ন,	
bangyer,	বঙ্গের,	ব্যাঙের,	
nariikeyi,	নারীকেই,	নারীকেই,	
damanmulak,	দমনমূলক,	দমনমূলক,	
hastantar,	হসস্টান্টার,	হস্তান্তর,	
mmadhobbir,	মাধববির,	মাধবীর,	
conshervation,	কন্সারভেশন,	কনসারভেশন,	
routine,	রাউটিন,	রুটিন,	
bbiswashi,	বিশ্বাসী,	বিশ্বাসই,	
paikgachha,	পৈকগাছ,	পাইকগাছা,	
qraima,	ক্রেম,	ক্রাইম,	
provu,	প্রভূ,	প্রভু,	
onkar,	অঙ্কার,	ওঙ্কার,	
logicer,	লোগিকের,	লজিকের,	
lojic,	লোজিক,	লজিক,	
shringa,	শ্রেঙ্গ,	শৃঙ্গ,	
mataram,	মাতারাম,	মাতারাম,	
suity,	সুইটি,	সুইটি,	
grooth,	গ্রুথ,	গ্রোথ,	
bhotara,	ভোটার,	ভোটার,	
parishrami,	পরিস্রামী,	পরিশ্রমী,	
