gosthii,	গোষ্ঠী,	গোষ্ঠীই,	
purbanchole,	পূর্বাঞ্চলে,	পূর্বাঞ্চলে,	
elakatike,	এলাকাতিকে,	এলাকাটিকে,	
debdebyr,	দেবদেবীর,	দেবদেবীর,	
shcholastiq,	স্কোলাস্টিক,	স্কলাস্টিক,	
mukhabandho,	মুখবন্ধ,	মুখবন্ধ,	
chaanoo,	চানু,	চানু,	
balroom,	বালরুম,	বলরুম,	
associates,	অ্যাসোসিয়েট,	এসোসিয়েটস,	
sahozlabhbhotar,	সহজল্ভতার,	সহজলভ্যতার,	
municipal,	মুনিপিপাল,	মিউনিসিপ্যাল,	
juktarashtrasaha,	যুক্তরাস্তরসহ,	যুক্তরাষ্ট্রসহ,	
kanader,	কানাডের,	কণাদের,	
hugh,	হাগ,	হিউজ,	
beeru,	বেরু,	বীরু,	
chalesi,	চলেসি,	চলেছি,	
khamba,	খামবা,	খাম্বা,	
bongshi,	বংশি,	বংশী,	
azimke,	আজিমকে,	আজিমকে,	
satthikota,	সাথিকতা,	সঠিকতা,	
potocheetro,	পটচিত্র,	পটচিত্র,	
shniper,	স্নিপের,	স্নাইপার,	
cheerokoomari,	চিরকমারী,	চিরকুমারী,	
ekmot,	একমত,	একমত,	
turky,	তার্কি,	তুর্কি,	
baipash,	ব্যপস,	বাইপাস,	
nariikei,	নারীকেই,	নারীকেই,	
embaed,	এমবাইদ,	এম্বেড,	
uthe,	উঠে,	উঠে,	
dala,	দলা,	দলা,	
banger,	বঙ্গের,	ব্যাঙের,	
oncholsomuho,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
ohong,	ওহং,	অহং,	
oitijhye,	ঐতিহ্যে,	ঐতিহ্যে,	
karmer,	কর্মের,	কর্মের,	
shkalarashhipa,	স্কোলাশিপ,	স্কলারশিপ,	
shikshakder,	শিক্সকদের,	শিক্ষকদের,	
laiseensim,	লাইসেন্স,	লাইসেন্সিং,	
kalniir,	কালনীর,	কালনীর,	
scolarship,	স্কলারশিপ,	স্কলারশিপ,	
shithilatar,	সীথিলতার,	শিথিলতার,	
bea,	বি,	বি,	
dharabhashyokar,	ধারাভাষকার,	ধারাভাষ্যকার,	
gobeshokgon,	গবেষকগ্ণ,	গবেষকগণ,	
akatwa,	একত্ব,	একাত্ব,	
byabaharkarike,	ব্যবহারকারী,	ব্যবহারকারীকে,	
bonduk,	বন্দুক,	বন্দুক,	
ancholke,	আঞ্চলকে,	অঞ্চলকে,	
bishesyo,	বিশেষ্য,	বিশেষ্য,	
toronee,	তরণী,	তরণী,	
shansthatir,	সংস্থাটির,	সংস্থাটির,	
shima,	সিম,	সীমা,	
dormetoree,	ডরমেটরি,	ডরমিটরি,	
kkunti,	কুন্তি,	কুন্তী,	
uporitaley,	উপরিতালে,	উপরিতলে,	
karir,	কাির,	কারীর,	
zhalokatthi,	ঝালকাঠি,	ঝালকাঠী,	
sarbhaarer,	সারভারের,	সার্ভারের,	
ganonatyo,	গণনাত্য,	গণনাট্য,	
boother,	বুথের,	বুথের,	
note,	নটে,	নোটে,	
chesha,	চেস,	চেস,	
licencing,	লিসেন্জ,	লাইসেন্সিং,	
hundai,	হান্ডাই,	হুন্দাই,	
definisian,	ডিফিনিশন,	ডেফিনেশন,	
fimela,	ফিমেলা,	ফিমেল,	
seguloi,	সেগুলোই,	সেগুলোই,	
hotodoreedro,	হতদিদের,	হতদরিদ্র,	
zesa,	জেস,	জেস,	
bedanto,	বেদান্ত,	বেদান্ত,	
dinnar,	দিন্নার,	ডিনার,	
parkasha,	পারকাশা,	পার্কস,	
roy,	রয়,	রায়,	
riphleeksa,	রাফফিক্স,	রিফ্লেক্স,	
swostir,	স্বস্তির,	স্বস্তির,	
melobborne,	মেলবর্ণে,	মেলবোর্নে,	
besinay,	বেসিনে,	বেসিনে,	
chhotogolpe,	ছোটোগল্পে,	ছোটগল্পে,	
chabir,	ছবির,	চাবির,	
bolovodro,	বলভদ্র,	বলভদ্র,	
definishion,	ডিফিনিশন,	ডেফিনেশন,	
senior,	সেনিয়র,	সিনিয়র,	
vip,	ভিপ,	ভিআইপি,	
dokaangulote,	দোকাঙগুলোতে,	দোকানগুলোতে,	
shashtra,	সস্ত্র,	শাস্ত্র,	
elaakaasoho,	এলাকাসহ,	এলাকাসহ,	
kinsa,	কিংসা,	কিংস,	
jolorong,	জলরঙ,	জলরঙ,	
chhatrorai,	ছাত্ররাই,	ছাত্ররাই,	
arakani,	আরকানি,	আরাকানী,	
mitrata,	মিট্রোট,	মিত্রতা,	
israiler,	ইসরাইলের,	ইসরাঈলের,	
gabeshona,	গবেষণা,	গবেষনা,	
prakalpoo,	প্রকল্প,	প্রকল্পও,	
prabhritite,	প্রভৃতিতে,	প্রভৃতিতে,	
udbodhone,	উদ্বোধনে,	উদ্বোধনে,	
faase,	ফুজে,	ফাঁসে,	
songkoloner,	সংকোলনের,	সংকলনের,	
shaamiijiir,	স্যামীজীর,	স্বামীজীর,	
deilee,	ডিলি,	ডেইলি,	
gujaber,	গুজাবের,	গুজবের,	
tarbiner,	তারবিনের,	টারবাইনের,	
manhputo,	মানফুট,	মনঃপুত,	
baraakpur,	বারাকপুর,	বারাকপুর,	
mulor,	মূলর,	মুলোর,	
utsaha,	উত্সাহ,	উৎসাহ,	
siddhantey,	সিদ্বান্তে,	সিদ্ধান্তে,	
soommitrar,	সমি্ত্রার,	সুমিত্রার,	
defineshana,	ডিফিনেশন,	ডেফিনেশন,	
kaantojir,	কান্তজীর,	কান্তজির,	
vumija,	ভূমিজা,	ভূমিজ,	
emeritus,	এমেরিটাস,	এমিরেটাস,	
odurey,	অদূরে,	অদুরে,	
antarvuktimulok,	অন্তর্ভূক্তকগল,	অন্তর্ভুক্তিমূলক,	
windows,	উইন্ডো,	উইন্ডোস,	
ekla,	একলা,	একলা,	
aashtikotaa,	অস্টিকতা,	আস্তিকতা,	
torunra,	তরুণাা,	তরুণরা,	
romantiq,	রোমান্তিক,	রোমান্টিক,	
aakaabar,	আকাবার,	আকাবার,	
hijri,	হিজরি,	হিজরী,	
prachin,	প্রাচীন,	প্রাচীন,	
laaz,	লাজ,	লাজ,	
enginiiring,	ইং্জিনির্,	ইঞ্জিনিয়ারিং,	
bhabaponno,	ভবাপন্ন,	ভাবাপন্ন,	
chaalkee,	চালকি,	চালকে,	
awrbit,	অর্বিত,	অরবিট,	
rachanakal,	রচনাকাল,	রচনাকাল,	
shomrat,	সমারত,	সম্রাট,	
suporichiti,	সুপরিচিতি,	সুপরিচিতি,	
samajeek,	সামাজিক,	সামাজিক,	
kalenga,	কলেঙ্গ,	কালেঙ্গা,	
oitijjhe,	ঐতিহ্যে,	ঐতিহ্যে,	
jommu,	জম্মু,	জম্মু,	
kuarter,	কোর্টার,	কোয়ার্টার,	
township,	তাউশ্পীপ,	টাউনশিপ,	
sabrakamer,	সব্রামার,	সবরকমের,	
eporzonto,	এপর্জন্ত,	এপর্যন্ত,	
routiner,	রুটিনের,	রুটিনের,	
deejeejer,	ডিজেজের,	ডিজিজের,	
bisnoo,	বিষ্ণু,	বিষ্ণু,	
artilery,	আর্টিলারি,	আর্টিলারি,	
mukhmondol,	মুখমন্ডল,	মুখমণ্ডল,	
onkeeta,	অঙ্কেতা,	অঙ্কিতা,	
kharaar,	খারার,	খরার,	
prachurzer,	প্রাচুর্যের,	প্রাচুর্যের,	
hiiragana,	হিরাগোন,	হিরাগানা,	
snipar,	স্নিপার,	স্নাইপার,	
bongobondhu,	বঙ্গবন্ধু,	বঙ্গবন্ধু,	
duma,	দুমা,	দুমা,	
babylone,	ব্যাবিলেন,	ব্যাবিলনে,	
kale,	কালে,	কালে,	
diniphition,	ডিনিফিশন,	ডেফিনেশন,	
shashoto,	শাষট,	শাশ্বত,	
informetion,	ইনফর্মেশন,	ইনফরমেশন,	
vorkendro,	ভরকেন্দ্র,	ভরকেন্দ্র,	
sarbharti,	সর্ভরটি,	সার্ভারটি,	
qarima,	কারিমা,	করিম,	
jackshon,	জাকসন,	জ্যাকসন,	
ibhara,	আইভার,	এভার,	
tolemy,	তলিমি,	টলেমির,	
teoyana,	টিউন্যান,	তাইওয়ান,	
rahh,	রাহ,	রঃ,	
vodqa,	ভোডকা,	ভদকা,	
pragresa,	প্রগ্রেস,	প্রগ্রেস,	
carzito,	কার্জিট,	চার্জিত,	
shangkalone,	সঙ্কলনে,	সংকলনে,	
fal,	ফল,	ফল,	
shomostigoto,	সমস্তিগত,	সমষ্টিগত,	
kamij,	কমিজ,	কামিজ,	
bipozzonok,	বিপজজ্নক,	বিপজ্জনক,	
shenior,	সেনিয়র,	সিনিয়র,	
dhhaloor,	ঢালুর,	ঢালুর,	
qloud,	ক্লাউড,	ক্লাউড,	
pirujali,	পিরুজালি,	পিরুজালী,	
bloggerra,	ব্লগেরা,	ব্লগাররা,	
jarul,	জরুল,	জারুল,	
baard,	বার্ড,	বার্ড,	
rekhapat,	রেখাপট,	রেখাপাত,	
chherechhe,	ছেরেছে,	ছেড়েছে,	
kara,	কারা,	কারো,	
granthoti,	গ্রন্থটি,	গ্রন্থটি,	
nadimatrik,	নাদিমাত্রিক,	নদীমাতৃক,	
filipiner,	ফিলিপিনের,	ফিলিপাইনের,	
formet,	ফরমেট,	ফরম্যাট,	
jawhar,	জওহর,	জহর,	
shapholler,	সফললের,	সাফল্যের,	
risort,	রিসর্ট,	রিসোর্ট,	
neutrina,	নিউট্রিন,	নিউট্রিনো,	
pleta,	প্লেট,	প্লেটো,	
license,	লিসেন্স,	লাইসেন্স,	
upobashee,	উপবাসী,	উপবাসী,	
bbiswasho,	বিশ্বসস,	বিশ্বাসও,	
keo,	কিও,	কেউ,	
karadondo,	কারাদণ্ড,	কারাদণ্ড,	
torkarir,	তরকারীর,	তরকারীর,	
mett,	ম্যাট,	ম্যাট,	
sahocorrzo,	সহকর্্য,	সাহচর্য,	
mach,	ম্যাচ,	মাছ,	
kaaferderke,	কাফেরদরকে,	কাফেরদেরকে,	
byatikromdhormi,	ব্যতিকর্মম্রী,	ব্যতিক্রমধর্মী,	
munshi,	মুনসী,	মুন্সী,	
paschimey,	পশ্চিমে,	পশ্চিমে,	
rahi,	রহহি,	রাহি,	
vobanir,	ভবানীর,	ভবানীর,	
pharanyeta,	ফরণ্যেত,	ফরম্যাট,	
rk,	রিকিি,	আরকে,	
phulkapi,	ফুলকাপি,	ফুলকপি,	
okritakarjo,	অকৃতকার্য,	অকৃতকার্য,	
gelo,	গেলো,	গেলো,	
probesher,	প্রবেশের,	প্রবেশের,	
masto,	মস্ত,	মাস্ত,	
rapto,	রাপ্ত,	রপ্ত,	
gandharir,	গান্ধারীর,	গান্ধারীর,	
abheedhaaneec,	অভিধানিক,	অভিধানিক,	
ooindo,	উইন্ডো,	উইন্ডো,	
rajotwa,	রাজত্ব,	রাজত্ব,	
subader,	সুবাদের,	সুবাদে,	
sombhobonao,	সম্ভানও,	সম্ভবনাও,	
resorte,	রিসর্টে,	রিসোর্টে,	
krechi,	ক্রেচি,	করেছি,	
juktarashtre,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
biqe,	বিকে,	বাইক,	
shoreefpur,	শরিফপুর,	শরিফপুর,	
vageri,	ভাগীরি,	ভাগেরই,	
muhurta,	মুহূর্ত,	মুহুর্ত,	
joluk,	জলুক,	জ্বলুক,	
pracharana,	প্রচারণা,	প্রচারণা,	
musolmanderkey,	মুসলম্নেে,	মুসলমানদেরকে,	
pratul,	প্রতুল,	প্রতুল,	
ganokantha,	গণকণ্ঠ,	গণকণ্ঠ,	
parbatya,	পর্বাত্ত,	পার্বত্য,	
jhalkathy,	ঝালকাঠি,	ঝালকাঠী,	
samanwitobhabe,	সামন্ভিতভাবে,	সমন্বিতভাবে,	
senabahinike,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
cooling,	কোলিং,	কুলিং,	
mehonoti,	মেহনতী,	মেহনতি,	
atwobishvashi,	আত্ববিশভাসী,	আত্মবিশ্বাসী,	
choudhurir,	চৌধুরীর,	চৌধুরীর,	
chhaanee,	ছানি,	ছানি,	
soshej,	সসেজ,	সসেজ,	
meghe,	মেঘে,	মেঘে,	
bujhleo,	বুজলেও,	বুঝলেও,	
nischitorupey,	নিশ্চিত্রপে,	নিশ্চিতরূপে,	
beekargrasta,	বিকাগগ্রস্ত,	বিকারগ্রস্ত,	
prokalpati,	প্রকল্পটি,	প্রকল্পটি,	
dakteekite,	দাকটিকেতে,	ডাকটিকিটে,	
paree,	পারি,	পাড়ে,	
nirbaahi,	নির্বাহী,	নির্বাহি,	
vittitei,	ভিত্তিতেই,	ভিত্তিতেই,	
byabaharkariderke,	ব্যবহারকারীদের,	ব্যবহারকারীদেরকে,	
kandy,	ক্যান্ডি,	ক্যান্ডি,	
rejidence,	রেজিডেন্স,	রেসিডেন্স,	
