futbolarra,	ফুটবলরারা,	ফুটবলাররা,	
oncholgulote,	অঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
huqa,	হুক,	হুক,	
bim,	বিম,	বীম,	
fiksa,	ফিক্স,	ফিক্স,	
porichhonnota,	পরিচ্ছননতা,	পরিচ্ছন্নতা,	
obeekol,	অবিকল,	অবিকল,	
horidar,	হরিদার,	হরিদ্বার,	
swasti,	স্বাস্তী,	স্বস্তি,	
taholei,	তহলেই,	তাহলেই,	
bharote,	ভারতে,	ভারতে,	
poste,	পোস্টে,	পোষ্টে,	
postke,	পোস্টকে,	পোস্টকে,	
pathkrom,	পাক্রম,	পাঠক্রম,	
arashie,	আরাশী,	আরসিএ,	
information,	ইনফর্টমেশন,	ইনফরমেশন,	
shaajaanor,	সাজানোর,	সাজানোর,	
alexandarkey,	অল্কাকান্দরকে,	আলেকজান্ডারকে,	
marmara,	মার্মার,	মারমারা,	
sbatantrata,	স্বাতন্ত্রতা,	স্বতন্ত্রতা,	
hafej,	হাফেজ,	হাফেয,	
gulen,	গুলেন,	গুলেন,	
dayna,	ডাইন,	ডায়না,	
prokalpao,	প্রকল্পও,	প্রকল্পও,	
jonoikaa,	জননাইকা,	জনৈকা,	
nilkomol,	নিলকমল,	নীলকমল,	
abheedhaanic,	অভিধানিক,	অভিধানিক,	
amoor,	আমুর,	আমর,	
kaas,	কাশ,	কাস,	
ajeeja,	অজিজা,	আজিজা,	
sanyal,	সন্যাল,	সান্যাল,	
nagorikera,	নাগরিকারা,	নাগরিকেরা,	
atwabishvashi,	আত্মবিশ্বাসী,	আত্মবিশ্বাসী,	
scholastic,	স্কলাস্টিক,	স্কলাস্টিক,	
kanflikt,	কাঙ্টলিক্ট,	কনফ্লিক্ট,	
idaningkale,	ইডানিলকে,	ইদানীংকালে,	
osthisondhi,	অস্থিনন্দ্বী,	অস্থিসন্ধি,	
adhattik,	আধাত্ত্বিক,	আধ্যাত্মিক,	
codeti,	কডেটি,	কোডটি,	
baipass,	বৈপাশ,	বাইপাস,	
redcrosser,	রেড্্রাসের,	রেডক্রসের,	
larson,	লার্সন,	লারসন,	
ekooghore,	ইকঘরে,	একঘরে,	
chhatroraai,	ছাত্ররাই,	ছাত্ররাই,	
phutanto,	ফুটন্ত,	ফুটন্ত,	
gate,	গেট,	গ্যেটে,	
nagoriker,	নাগরিকের,	নাগরিকের,	
norfolq,	নরফল্ক,	নরফোক,	
bishshasho,	বিশ্বাসও,	বিশ্বাসও,	
shooter,	শুটার,	শ্যুটার,	
shikkhakbrindo,	শিক্ষাকবৃন্দ,	শিক্ষকবৃন্দ,	
reejideens,	রেজিডেন্স,	রেসিডেন্স,	
cheshsh,	চেজ,	চেস,	
senabahinio,	সেনাবাহিনীও,	সেনাবাহিনীও,	
ghoomachhe,	ঘুমাছে,	ঘুমাচ্ছে,	
juktorashtrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
oshovyo,	অসব্য,	অসভ্য,	
rabo,	রব,	রব,	
spashtatai,	স্পষ্টটাই,	স্পষ্টতই,	
votar,	ভোটার,	ভোটার,	
sangbadmadhyame,	সংবাদধম্যে,	সংবাদমাধ্যমে,	
jeshh,	জেস,	জেস,	
kanayi,	কানাই,	কানাই,	
pabo,	পাব,	পাব,	
gore,	গরে,	গোর,	
sherup,	শেরুপ,	সেরূপ,	
atmabishvashi,	আত্মবিশ্বাসী,	আত্মবিশ্বাসী,	
meghnadbadh,	মেঘন্দদভ,	মেঘনাদবধ,	
dilam,	ডিলাম,	দিলাম,	
avinetar,	অভিনেটর,	অভিনেতার,	
unitsaho,	ইউনিসহ,	ইউনিটসহ,	
unit,	ইউনিট,	ইউনিট,	
janogananar,	জনগণনার,	জনগণনার,	
graambaashio,	গ্রামবাশী,	গ্রামবাসীও,	
baire,	বৈরে,	বাইরে,	
qyantana,	ক্যান্টন,	ক্যান্টন,	
eksathe,	একসাথে,	একসাথে,	
marino,	মেরিনো,	মারিনো,	
euroo,	ইউরো,	ইউরো,	
elaakaai,	এলাকাই,	এলাকাই,	
gasthike,	গাস্থিকী,	গোষ্ঠীকে,	
oboshorer,	অবসরের,	অবসরের,	
chaudhurir,	চৌধুরির,	চৌধুরীর,	
dharavahiktir,	ধারাভাহিক্তির,	ধারাবাহিকটির,	
giitikobita,	গীতিকাবিত,	গীতিকবিতা,	
grambaasheeo,	গ্রামবাশীও,	গ্রামবাসীও,	
saaeda,	সাইড,	সাইদা,	
seektara,	সেক্টর,	সেক্টর,	
dailee,	দাইলি,	ডেইলি,	
armenan,	আরমেনিয়ান,	আর্মেনিয়ান,	
kuntee,	কুন্তি,	কুন্তী,	
horus,	হরুাস,	হোরাস,	
maradeho,	মারাদেহ,	মরদেহ,	
aaloteo,	আলোতেও,	আলোতেও,	
pushtir,	পুষ্টির,	পুষ্টির,	
roomantik,	রোমান্তিক,	রোমান্টিক,	
grambashi,	গ্রামবাসী,	গ্রামবাসী,	
papri,	পপপ্রী,	পাপরি,	
deep,	ডীপ,	দীপ,	
dephinishion,	ডেফিনিশন,	ডেফিনেশন,	
rohasyor,	রহস্যর,	রহস্যর,	
mozdur,	মজদুর,	মজদুর,	
vabaponno,	ভবপান্ন,	ভাবাপন্ন,	
stonaheenja,	স্তনানহিজ্ঞা,	স্টোনহেঞ্জ,	
elaakaasoho,	এলাকাসহ,	এলাকাসহ,	
bagdad,	বাগ্যদ,	বাগদাদে,	
omarjito,	অমার্জিত,	অমার্জিত,	
chatrorai,	ছাত্ররাই,	ছাত্ররাই,	
anano,	অ্যানানো,	আনানো,	
bandike,	বণ্দিকে,	বন্দীকে,	
shootar,	শুতার,	শ্যুটার,	
jatak,	যতক,	জাতক,	
sthapanatir,	স্থাপনাটির,	স্থাপনাটির,	
taufik,	তফিক,	তৌফিক,	
daap,	ডাপ,	ড্যাপ,	
parqs,	পার্কস,	পার্কস,	
jerujaleme,	জিরুজুলে,	জেরুসালেমে,	
rot,	রোত,	রত,	
aazaan,	আজান,	আজান,	
bisnuke,	বিষ্ণুকে,	বিষ্ণুকে,	
satarkakaree,	সতর্কাকারী,	সতর্ককারী,	
jhonkar,	ঝংকার,	ঝঙ্কার,	
mb,	এমবি,	এমবি,	
kobootorer,	কবুতরের,	কবুতরের,	
babul,	বাবুল,	বাবুল,	
parabortee,	পরবর্তী,	পরর্বতী,	
mukharji,	মুখার্জি,	মুখার্জী,	
nirmolotaa,	নির্মলতা,	নির্মলতা,	
neurology,	নিওরোলজি,	নিউরোলজি,	
dharabhiko,	ধারাভিক,	ধারাবাহিকেও,	
safin,	শাফিন,	সাফিন,	
ohang,	ওহং,	অহং,	
hotelteete,	হটেলটিতে,	হোটেলটিতে,	
durger,	দুর্গের,	দুর্গের,	
sangasthagulo,	সংস্থাগুলো,	সংস্থাগুলো,	
qaroo,	কারু,	কারো,	
ssahocorze,	সাহরকযার্যে,	সাহচর্যে,	
azizur,	আজিরুর,	আজিজুর,	
bona,	বোনা,	বোনা,	
choddo,	চদ্দ,	চোদ্দো,	
machsoho,	মাচসহ,	মাছসহ,	
jubokera,	যুবকেরা,	যুবকেরা,	
bhowanipur,	ভবানীপুর,	ভবানীপুর,	
mesenzarer,	মেসেনারের,	মেসেঞ্জারের,	
gajipur,	গাজীপুর,	গাজীপুর,	
dooborira,	দোবরীরা,	ডুবুরিরা,	
shainyader,	সৈন্যদের,	সৈন্যদের,	
chhatke,	ছাটকে,	ছাতকে,	
phirtee,	ফিরতি,	ফিরতি,	
gononanatyo,	গণনানাত্য,	গণনাট্য,	
aarakaner,	অরাকানের,	আরাকানের,	
shikare,	শিকারে,	শিকারে,	
sayanaida,	সায়ননেড,	সায়ানাইড,	
bosante,	বসন্তে,	বসন্তে,	
utshahi,	উত্সাহী,	উৎসাহী,	
avatara,	অভাতর,	অবতার,	
shikkhakbrinda,	শিক্ষাকবৃন্দ,	শিক্ষকবৃন্দ,	
milea,	মিলে,	মাইলে,	
qibord,	কিবোর্ড,	কীবোর্ড,	
danob,	দানব,	দানব,	
chhanee,	ছানী,	ছানি,	
uchchataro,	উচ্চতর,	উচ্চতর,	
mehonnotee,	মেহন্নটি,	মেহনতি,	
kiiborde,	কিবোর্ডে,	কীবোর্ড,	
torangunj,	তরঙ্গঞ্জ,	তোরাবগঞ্জ,	
lishenshe,	লিসেন্সে,	লাইসেন্স,	
danaber,	দানাবের,	দানবের,	
jones,	জনস,	জোন্স,	
jahns,	জনস,	জন্স,	
dharabahik,	ধারাবহিক,	ধারাবাহিক,	
prothar,	প্রথার,	প্রথার,	
sheekarke,	শেকারকে,	শিকারকে,	
gorib,	গরীব,	গরিব,	
ganokantho,	গণকণ্ঠ,	গণকণ্ঠ,	
proo,	প্রু,	প্রো,	
dharabhashyokar,	ধারাভাস্যকার,	ধারাভাষ্যকার,	
garnar,	গর্নার,	গার্নার,	
prothakey,	প্রথাকে,	প্রথাকে,	
jesthaa,	জেষ্ঠ্য,	জ্যেষ্ঠা,	
pitthe,	পিঠে,	পীঠে,	
peethey,	পেঠে,	পীঠে,	
shefa,	সেফ,	শেফ,	
shefard,	সেফার্ড,	শেফার্ড,	
beshirvagyi,	বেশীরভাগই,	বেশিরভাগই,	
niqela,	নিকেলা,	নিকেল,	
nirikha,	নিরিখা,	নিরিখ,	
scoore,	স্কোর,	স্কোর,	
ateetkaale,	অতীতকালে,	অতীতকালে,	
daaktickete,	ডাক্তিকেটে,	ডাকটিকিটে,	
engrejra,	ইংজ্রেরা,	ইংরেজরা,	
jonomukhi,	জনমুখী,	জনমুখী,	
sohopatheekey,	সহপাঠীকে,	সহপাঠীকে,	
vangle,	ভাঙলে,	ভাঙলে,	
bosobben,	বসবেন,	বসবেন,	
beeru,	বিরু,	বীরু,	
chirokoomari,	চিরকামারী,	চিরকুমারী,	
skarta,	স্কার্ট,	স্কার্ট,	
associetes,	অ্যাসোসিটেস,	এসোসিয়েটস,	
khaneker,	খানেকের,	খানেকের,	
thyachara,	প্যাচার,	থ্যাচার,	
saptahokal,	সপ্তাহকল,	সপ্তাহকাল,	
parisankhanbid,	পরিসংখ্যান্ডী,	পরিসংখ্যানবিদ,	
tennish,	টেনিশ,	টেনিস,	
greep,	গ্রিপ,	গ্রিপ,	
aholya,	আহল্য,	অহল্যা,	
saifai,	সাইফেই,	সাইফাই,	
ancholei,	আঞচলেই,	অঞ্চলেই,	
jatook,	যাটুক,	জাতক,	
troup,	ট্রুপ,	ট্রুপ,	
pratisthanikvabey,	প্রতিষ্ঠানিকভাবে,	প্রাতিষ্ঠানিকভাবে,	
drishyagulote,	দৃষ্যগুলোতে,	দৃশ্যগুলোতে,	
emiretus,	এমেরিটাস,	এমিরেটাস,	
tafsherer,	তাফসেরের,	তাফসীরের,	
faltu,	ফাল্টু,	ফালতু,	
otyachari,	অত্যাচারী,	অত্যাচারী,	
uponeeshoder,	উপনিশদের,	উপনিষদের,	
logicer,	লোগিকের,	লজিকের,	
leetteer,	লিটার,	লেটার,	
shikh,	শিখ,	শিখ,	
ballroom,	বলরুম,	বলরুম,	
satthikata,	সাত্যিকতা,	সঠিকতা,	
gasthii,	গাষ্ঠী,	গোষ্ঠীই,	
chhooti,	ছুটি,	ছুটি,	
venishh,	ভেনিশ,	ভেনিস,	
shaapholler,	সাফল্লের,	সাফল্যের,	
jackshan,	জক্সন,	জ্যাকসন,	
lesens,	লেসেন্স,	লাইসেন্স,	
petrol,	পেত্রোল,	পেট্রোল,	
nishader,	নিষদদের,	নিষাদের,	
patiganit,	পতিগানিত,	পাটিগণিত,	
shaarok,	শরক,	স্মারক,	
oholyar,	অহল্যার,	অহল্যার,	
ghumachhe,	ঘুমাছে,	ঘুমাচ্ছে,	
arekdal,	আরেকদল,	আরেকদল,	
ghosito,	ঘোষিত,	ঘোষিত,	
eeraner,	ইরানের,	ইরানের,	
godavari,	গদাবারী,	গোদাবরী,	
tinhazar,	তিনহাজার,	তিনহাজার,	
daaradaa,	দারাদা,	দারদা,	
osamarik,	অসামারিক,	অসামরিক,	
moolgoto,	মুলগত,	মূলগত,	
jaandrel,	জন্ড্রেল,	জাঁদরেল,	
sparsher,	স্পার্সের,	স্পর্শের,	
jinsha,	জিংস,	জিন্স,	
abatar,	অবতার,	অবতার,	
maniktala,	মানিক্টাল,	মানিকতলা,	
barakpur,	বারাকপুর,	বারাকপুর,	
asor,	অসর,	আসর,	
institutioner,	ইন্সটিটিউশনের,	ইনস্টিটিউশনের,	
reeno,	ঋণ,	রেনো,	
romantiqa,	রোম্ন্টিক,	রোমান্টিক,	
fiksim,	ফিক্সিম,	ফিক্সিং,	
utshahe,	উত্সাহে,	উৎসাহে,	
sangosthati,	সংস্থাতি,	সংস্থাটি,	
