antarbhuttirmulok,	অন্তর্ভূত্ূমূলক,	অন্তর্ভুক্তিমূলক,	
skoora,	স্কোরা,	স্কোর,	
rubyo,	রুব্য,	রুবিও,	
pathanirdeshona,	পথনির্দেশনা,	পথনির্দেশনা,	
cheerota,	চিরতা,	চিরতা,	
youth,	যৌথ,	ইয়ুথ,	
longhon,	লঙ্ঘন,	লংঘন,	
udbhabon,	উদ্ভবন,	উদ্ভাবন,	
taat,	তাত,	তাত,	
sainyasaha,	সৈন্যাসহ,	সৈন্যসহ,	
progreshsh,	প্রগ্রেস,	প্রগ্রেস,	
vagni,	ভাগ্নী,	ভগ্নী,	
ashor,	অশর,	আসর,	
juktorastroshoho,	যুক্তরাস্ত্রস,	যুক্তরাষ্ট্রসহ,	
heights,	হাইটস,	হাইটস,	
charger,	চার্গের,	চার্জার,	
jyesttha,	জ্যাস্থা,	জ্যেষ্ঠা,	
gananatyo,	গণনাট্য,	গণনাট্য,	
komandar,	কমান্ডার,	কমাণ্ডার,	
onchalgoolir,	অঞ্চালগুলির,	অঞ্চলগুলির,	
shringge,	শ্রীঙ,	শৃঙ্গে,	
anodhikaar,	অনোধীকার,	অনধিকার,	
dhyanastha,	ধ্যানস্থ,	ধ্যানস্থ,	
turbine,	টারবিনে,	টারবাইন,	
hyarikena,	হ্যারিকেন,	হ্যারিকেন,	
alaol,	আলাল,	আলাওল,	
bossontoke,	বসন্তকে,	বসন্তকে,	
grameroi,	গ্রামারো,	গ্রামেরই,	
jotota,	যতটা,	যতোটা,	
prothakey,	প্রথাকে,	প্রথাকে,	
thanvi,	ঠানভী,	থানভী,	
ooeepokar,	উপীককার,	উইপোকার,	
chhotto,	ছট্ট,	ছোট্ট,	
maney,	মানি,	মানে,	
progresh,	প্রগ্রেস,	প্রগ্রেস,	
male,	মেল,	মালে,	
grambaashi,	গ্র্মাবাসী,	গ্রামবাসী,	
khorshed,	খোষ্েদে,	খোরশেদ,	
karadonder,	কারাদণ্ডের,	কারাদণ্ডের,	
nothivookto,	নথিভূক্ত,	নথিভুক্ত,	
oorgho,	অর্ঘ,	অর্ঘ্য,	
ispredsheet,	ইসপ্রেসেট,	স্প্রেডশীট,	
aajiboner,	আজিবনের,	আজীবনের,	
kuhelika,	কুলেলিকা,	কুহেলিকা,	
economics,	ইকোন্মিক্স,	ইকোনমিকস,	
mukhbondho,	মুখবন্ধ,	মুখবন্ধ,	
ingrejiteo,	ইংরেজিতে,	ইংরেজিতেও,	
kompeeto,	কম্পিত,	কম্পিত,	
ruvbla,	রুবালা,	রুবল,	
gosthigulo,	গোষ্ঠিগোল,	গোষ্ঠীগুলো,	
daap,	ডাপ,	ড্যাপ,	
karmazog,	কর্মযোগ,	কর্মযোগ,	
naabbota,	নব্বতা,	নাব্যতা,	
tarun,	তরুণ,	তরুন,	
associatis,	অ্যাসোসিটিস,	এসোসিয়েটস,	
ghumata,	ঘুমতা,	ঘুমাতো,	
murad,	মুরাদ,	মুরাদ,	
ishiyatika,	এসিয়টিক,	এশিয়াটিক,	
sahazlabhbhotar,	সহজলভ্বতার,	সহজলভ্যতার,	
bildara,	বিলডার,	বিল্ডার,	
kanflict,	কনফ্ল্ক্ট,	কনফ্লিক্ট,	
ghomta,	ঘট্মা,	ঘোমটা,	
itemer,	ইতিমের,	আইটেমের,	
phareksha,	ফরেক্স,	ফরেক্স,	
badey,	ব্যাডে,	বাদে,	
chondrima,	চন্দ্রিমা,	চন্দ্রিমা,	
marketey,	মার্কেটে,	মার্কেটে,	
chon,	চন,	ছোঁ,	
qonfliqt,	কনফল্ক্ট,	কনফ্লিক্ট,	
ahalyar,	অহল্যার,	অহল্যার,	
codee,	কোড,	কোডে,	
prakalpoti,	প্রকলপটি,	প্রকল্পটি,	
aakik,	আকিক,	আকিক,	
harano,	হারানো,	হারান,	
corymb,	করিম্ব,	করিম,	
udichi,	উদিছি,	উদীচী,	
pratiyogita,	প্রতিযোগিতা,	প্রতিযোগীতা,	
korimke,	করিমকে,	করিমকে,	
thai,	ঠাই,	থাই,	
chhatogolper,	ছোটোগল্পের,	ছোটগল্পের,	
meloonborrone,	মেলনবর্ণে,	মেলবোর্নে,	
ghoor,	ঘুর,	ঘুর,	
aswastikor,	অস্বস্তিকর,	অস্বস্তিকর,	
aalaaoler,	আলাওলের,	আলাওলের,	
gazipur,	গাজীপুর,	গাজিপুর,	
saamaanyai,	সামান্যী,	সামান্যই,	
horipur,	হরিপুর,	হরিপুর,	
chomsky,	চমসকি,	চমস্কি,	
beshirvagei,	বেশীরভাগেই,	বেশিরভাগেই,	
deil,	ডেল,	ডেইল,	
suddeen,	সুদ্দীন,	সাডেন,	
grot,	গ্রট,	গ্রোথ,	
sothikata,	সথিকতা,	সঠিকতা,	
protimar,	প্রতিমার,	প্রতিমার,	
ankeeta,	অংকিতা,	অঙ্কিতা,	
korimkey,	করিমকে,	করিমকে,	
gunaman,	গুণমান,	গুণমান,	
mukhmondole,	মুখমন্ডলে,	মুখমণ্ডলে,	
tigar,	টিগার,	টাইগার,	
udvabaker,	উদ্ভাবকের,	উদ্ভাবকের,	
spreadshiit,	স্প্রদেশিত,	স্প্রেডশীট,	
shcholarshhip,	স্কলারশিপ,	স্কলারশিপ,	
monzhoshtho,	মন্যস্থ,	মঞ্চস্থ,	
indr,	ইন্দার,	ইন্দ্র,	
sudrissho,	সুদৃশ্য,	সুদৃশ্য,	
heriken,	হারিকেন,	হ্যারিকেন,	
choiti,	চৈতি,	চৈতি,	
natsi,	নাৎসি,	নাত্সি,	
jesa,	জেস,	জেস,	
daaktikit,	দাক্তিকট,	ডাকটিকিট,	
siramikasa,	সিরামিকাস,	সিরামিকস,	
baipasa,	ব্যাপাশ,	বাইপাস,	
zonite,	যোনিতে,	যোনীতে,	
dara,	দোরা,	দারা,	
naphisa,	নাফিস,	নাফিসা,	
sniper,	স্নাইপার,	স্নাইপার,	
vortuki,	ভর্তুকি,	ভর্তুকি,	
shhyutara,	শ্যুটার,	শ্যুটার,	
manbey,	মানবে,	মানবে,	
thelaa,	থেলা,	ঠেলা,	
jounotar,	যৌনতার,	যৌনতার,	
dweepgoolo,	দ্বিপগুলো,	দ্বীপগুলো,	
shommoteete,	সম্মতিতে,	সম্মতিতে,	
benish,	বেনিস,	ভেনিস,	
dalu,	দালু,	ডালু,	
bhartuky,	ভার্তুকি,	ভর্তুকি,	
assaciates,	অ্যাসোসিয়েস,	এসোসিয়েটস,	
victar,	ভিক্টর,	ভিক্টর,	
samratder,	সমরতদের,	সম্রাটদের,	
cbi,	সিবিআই,	সিবিআই,	
zeebonjaapon,	জীবন্যপণ,	জীবনযাপন,	
durotaumo,	দুরোতম,	দূরতম,	
horiddare,	হরিদ্রারে,	হরিদ্বারে,	
anano,	অনান,	আনানো,	
osamorik,	অসমারিক,	অসামরিক,	
charukola,	চারুকোলা,	চারুকলা,	
tiuning,	টাইনিং,	টিউনিং,	
twoei,	ত্বই,	ত্বকেই,	
baaraakpur,	বারাকপুর,	বারাকপুর,	
jaubankal,	যৌবনকাল,	যৌবনকাল,	
soorarop,	সুরারাপ,	সুরারোপ,	
varpur,	ভারপুর,	ভরপুর,	
lesens,	লেসেন্স,	লাইসেন্স,	
chheelonaa,	ছিলননা,	ছিলনা,	
brindaboner,	বৃণ্ডবানের,	বৃন্দাবনের,	
sohingsotar,	সহিংস্ততার,	সহিংসতার,	
turista,	তুরিষ্ট,	টুরিস্ট,	
taiwan,	টাইভান,	তাইওয়ান,	
ansareer,	আনসারির,	আনসারীর,	
rinatmok,	ঋণাত্মক,	ঋনাত্মক,	
kooda,	কোড,	কোডা,	
samannoi,	সামান্যই,	সামান্যই,	
idaningkale,	ইডাননকালে,	ইদানীংকালে,	
emergenci,	এমরেজননিস,	এমার্জেন্সি,	
laat,	লুট,	লাট,	
azaan,	আজান,	আজান,	
dharavahik,	ধারাভাহিক,	ধারাবাহিক,	
priitii,	পৃতীই,	প্রিটি,	
soundarjya,	সৌন্দর্য্য,	সৌর্ন্দয্য,	
chalo,	চাল,	চলো,	
sinake,	সিনাকে,	সিনাকে,	
besorkarikoron,	বেসরকারীকরণ,	বেসরকারিকরণ,	
sampadonkari,	সম্পাদনকারী,	সম্পাদনকারী,	
chomoski,	চমসকি,	চমস্কি,	
keyuyi,	কেউই,	কেউই,	
tafaat,	তফফাট,	তফাৎ,	
karmosansthan,	কর্মসন্থস,	কর্মসংস্থান,	
patthon,	পাঠন,	পঠন,	
abikaul,	অবিকাউল,	অবিকল,	
disney,	ডিজনি,	ডিজনী,	
nartan,	নর্তন,	নর্টন,	
sabrakamer,	সব্রকমার,	সবরকমের,	
niranjan,	নির্জঞন,	নিরঞ্জন,	
nilfamarir,	নিলফামারীর,	নীলফামারীর,	
joubankal,	যৌবনকাল,	যৌবনকাল,	
enamela,	এনামেল,	এনামেল,	
jacqson,	যক্ষণ,	জ্যাকসন,	
sikkhagato,	শিক্ষাগত,	শিক্ষাগত,	
hitoishi,	হিতোশি,	হিতৈষী,	
proshtot,	প্রস্তত,	প্রস্ত্তত,	
saptahokal,	সপ্তাকাল,	সপ্তাহকাল,	
torokareer,	তরকারির,	তরকারীর,	
manir,	মনির,	মনির,	
embed,	এমবেদ,	এম্বেড,	
gripa,	গ্রিপ,	গ্রিপ,	
laiseensa,	লেসেন্স,	লাইসেন্স,	
alonkaran,	অলংকরণ,	অলঙ্করণ,	
gardena,	গার্ডেন,	গার্ডেন,	
nesans,	নেসন্স,	নেশনস,	
shosha,	সোষা,	শশা,	
kanooner,	কানুনের,	কানুনের,	
niropeksh,	নিরপেক্ষ,	নিরপেক্ষ,	
soros,	সরস,	সরস,	
saphalyar,	সাফলযার,	সাফল্যের,	
basatey,	বসাতে,	বাসাতে,	
stain,	স্টেইন,	স্টেন,	
rajtontro,	রাজতন্ত্র,	রাজতন্ত্র,	
dhaleshwari,	ধালেশ্বরী,	ধলেশ্বরী,	
khelaphatey,	খেলাফাতে,	খেলাফতে,	
tarabaina,	তারাবাইন,	টারবাইন,	
gaadhaa,	গাধা,	গাধা,	
yankee,	আনকে,	ইয়াংকি,	
cho,	চো,	ছোঁ,	
oitihya,	ঐতিহ্য,	ঐতিহ্য,	
proteesthasoho,	প্রতিষ্ঠাসহ,	প্রতিষ্ঠাসহ,	
halding,	হাল্ডিং,	হোল্ডিং,	
nagorikke,	নাগরিককে,	নাগরিককে,	
ghatleo,	ঘটলেও,	ঘটলেও,	
megher,	মেঘের,	মেঘের,	
koieri,	কৈয়রি,	কোয়েরি,	
samajikotar,	সামাজিকতার,	সামাজিকতার,	
conseervation,	কনজ্রাভেশন,	কনসারভেশন,	
yaq,	য্ক,	ইয়াক,	
baarbadoj,	বার্বাজোজ,	বার্বাডোজ,	
mesenjar,	মেসেঞ্জার,	মেসেঞ্জার,	
sachetanotamulak,	স্বাচেতনামূলক,	সচেতনতামূলক,	
tokei,	তোকেই,	ত্বকেই,	
bonbhumite,	বন্ভূমিতে,	বনভূমিতে,	
shikhbey,	শিকবে,	শিখবে,	
torunderke,	তরুন্দ্রকে,	তরুণদেরকে,	
bonduk,	বন্দুক,	বন্দুক,	
ashamorthito,	অসমর্থিত,	অসমর্থিত,	
serup,	সেরুপ,	সেরুপ,	
karlosha,	কার্লস,	কার্লোস,	
bishnuu,	বিষ্ণু,	বিষ্ণু,	
folo,	ফল,	পোলো,	
pari,	পারি,	পেরি,	
kyashpar,	ক্যাশপার,	ক্যাসপার,	
atyacharita,	আত্যচারিত,	অত্যাচারিত,	
fevarite,	ফেভারিতে,	ফেভারিট,	
pratiyogitar,	প্রতিযোগিতার,	প্রতিযোগীতার,	
kata,	কাট,	কোটা,	
reshidensha,	রেসিডেন্স,	রেসিডেন্স,	
lagic,	লাগিক,	লজিক,	
temonti,	তেমনটি,	তেমনটি,	
pleta,	প্লট,	প্লেট,	
enasiyenta,	এনসিয়েন্ট,	এনসিয়েন্ট,	
taatey,	তাটে,	তাতে,	
konflict,	কনফল্ক্ট,	কনফ্লিক্ট,	
oojbekistaner,	উজ্বিক্তিস্তানের,	উজবেকিস্তানের,	
annorup,	অন্নরূপ,	অন্যরূপ,	
daankan,	ডানকান,	ডানকান,	
gotirodh,	গতিরোধ,	গতিরোধ,	
moushumeo,	মৌসুমেও,	মৌসুমেও,	
bodqa,	বোদা,	ভদকা,	
land,	লন্ড,	ল্যান্ড,	
ghurechen,	ঘুরেছেন,	ঘুরেছেন,	
lajik,	লজিক,	লজিক,	
hajartee,	হযারটি,	হাজারটি,	
khanonkaj,	খননকাজ,	খননকাজ,	
alimpika,	অলিম্পিক,	অলিম্পিক,	
masharraf,	মাশাররফ,	মশাররফ,	
laaiseens,	লেসেন্স,	লাইসেন্স,	
bhumir,	ভূমির,	ভূমির,	
varma,	ভার্মা,	ভার্মা,	
pooding,	পুডিং,	পুডিং,	
eshoshiyetasha,	অসোসিট্যস,	এসোসিয়েটস,	
bcci,	বিসিসি,	বিসিসিআই,	
firozer,	ফিরোজের,	ফিরোজের,	
muhammad,	মুহাম্মাদ,	মুহাম্মদ,	
