dhonuker,	ধ্নুকের,	ধনুকের,	
parjotak,	পর্যটক,	পর্যটক,	
tichar,	টিকার,	টিচার,	
chittakarshak,	চিত্মকর্ষক,	চিত্তাকর্ষক,	
paksena,	পক্সেন,	পাকসেনা,	
dipe,	ডিপে,	দ্বীপে,	
geesta,	গেস্ট,	গেস্ট,	
biharider,	বিহারীদের,	বিহারিদের,	
sohokarir,	সহকারির,	সহকারীর,	
cittakorshok,	চিত্তকর্ষক,	চিত্তাকর্ষক,	
karmakandey,	কর্মকান্ডে,	কর্মকাণ্ডে,	
spiich,	স্পিচ,	স্পিচ,	
sommoto,	সম্মত,	সম্মত,	
mauhonto,	মহন্ত,	মহন্ত,	
aamu,	আমু,	আমু,	
sangbadmadhyom,	সংবাদবধ্মম,	সংবাদমাধ্যম,	
delibharee,	ডেলিভারি,	ডেলিভারি,	
panist,	পানিষ্ট,	পিয়ানিস্ট,	
abheeneta,	অভিনেত,	অভিনেতা,	
songrahokder,	সংগ্রহকদের,	সংগ্রাহকদের,	
sipiai,	সিপিইই,	সিপিআই,	
black,	ব্লক,	ব্লাক,	
jonaardon,	জনার্দন,	জনার্দন,	
elekshon,	এলেকশন,	ইলেকশন,	
vobisshot,	ভবিষ্যত,	ভবিষ্যৎ,	
twittere,	টিউটারে,	টুইটারে,	
proceshshor,	প্রশেসর,	প্রসেসর,	
triliyana,	ট্রিলিয়ান,	ট্রিলিয়ন,	
oyeqa,	ওয়েক,	ওয়েক,	
prostutkarokder,	প্রস্তুতকরকদের,	প্রস্তুতকারকদের,	
munafa,	মুনাফা,	মুনাফা,	
naasir,	নাসির,	নাসির,	
prokalpatitey,	প্রকল্পতিতে,	প্রকল্পটিতে,	
teachar,	টিকার,	টিচার,	
amar,	আমার,	অমর,	
cholochchitratir,	চলচ্চিত্রটির,	চলচ্চিত্রটির,	
somraater,	সম্রাতের,	সম্রাটের,	
mukhbondhe,	মুখবন্ধে,	মুখবন্ধে,	
tamaasha,	টমাস,	তামাশা,	
arsho,	আর্ষ,	আরশ,	
pharma,	ফার্ম,	ফর্ম,	
shunten,	শুনতেন,	শুনতেন,	
dharte,	ধরতে,	ধরতে,	
muler,	মুলের,	মূলের,	
peshent,	পেসেন্ট,	পেসেন্ট,	
sarbhaarke,	সার্ভারকে,	সার্ভারকে,	
iqbal,	ইকবল,	ইকবাল,	
byabaharkareeder,	ব্যবহারকারীদের,	ব্যবহারকারীদের,	
somotol,	সমতল,	সমতল,	
osthisondhite,	অস্থিসন্ধীতে,	অস্থিসন্ধিতে,	
jounota,	যৌনতা,	যৌনতা,	
choudhori,	চৌধরী,	চৌধরী,	
ssutkee,	সুৎকি,	শুঁটকি,	
grambasira,	গ্রামবাসীরা,	গ্রামবাসীরা,	
osthishondhir,	অস্থিসন্ধীর,	অস্থিসন্ধির,	
koshobhor,	কশভোর,	কসোভোর,	
aqsaphorda,	এক্সফোর্ড,	অক্সফোর্ড,	
shalem,	সালেম,	সালেম,	
sarahkey,	সারাকে,	সারাহকে,	
noirajyo,	নৈরাজ্য,	নৈরাজ্য,	
rajkey,	রাজকে,	রাজকে,	
shilaidaho,	সিলাইদহ,	শিলাইদহ,	
bishpan,	বিষ্পণ,	বিষপান,	
juktorashtrei,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রেই,	
charitartha,	চরিতর্থা,	চরিতার্থ,	
paralokgaman,	পরাোকগামান,	পরলোকগমন,	
edbhoket,	অড্ভোকেট,	এডভোকেট,	
bakshaler,	বাকশালের,	বাকশালের,	
nirabodhi,	নিরাবদি,	নিরবধি,	
crucey,	ক্রুসে,	ক্রুশে,	
tookrow,	টুকরো,	টুকরো,	
reekardeeda,	রেকর্ডেড,	রেকর্ডেড,	
porbotmalar,	পর্বত্তলার,	পর্বতমালার,	
sunun,	সুনুন,	শুনুন,	
mitara,	মিটার,	মিটার,	
rajatwe,	রাজত্বে,	রাজত্বে,	
seettee,	সেটে,	সেটি,	
badminton,	ব্যামমিন্টন,	ব্যাডমিন্টন,	
vandarer,	ভান্ডারের,	ভাণ্ডারের,	
dhhaalee,	ঢালি,	ঢালী,	
ogranthito,	অগ্রন্থিত,	অগ্রন্থিত,	
agaman,	আগামান,	আগমণ,	
bardsh,	বার্ডস,	বার্ডস,	
shikhder,	শিখদের,	শিখদের,	
ancholgulo,	অঞ্চলগুলো,	অঞ্চলগুলো,	
sehogal,	সেহগাল,	সেহগাল,	
anyatro,	অন্যত্র,	অন্যত্র,	
procheshtatei,	প্রচেষ্টাতেই,	প্রচেষ্টাতেই,	
bidrohike,	বিদ্রোহীকে,	বিদ্রোহীকে,	
ghumachchen,	ঘুমাছ্ছেন,	ঘুমাচ্ছেন,	
amerikate,	আমেরিকাতে,	আমেরিকাতে,	
prastho,	প্রস্থ,	প্রস্থ,	
deleevari,	ডেলেভারি,	ডেলিভারি,	
seti,	সেতি,	সেটি,	
techer,	টেচার,	টিচার,	
bbosontoppur,	বশনসত্পুর,	বসন্তপুর,	
daagey,	দাগে,	দাগে,	
towbaa,	তবা,	তওবা,	
teestaa,	টেস্টা,	তিস্তা,	
aarakani,	আরাকানি,	আরাকানি,	
daanish,	ডানিশ,	ড্যানিশ,	
mosjidgulor,	মস্জিগুলোর,	মসজিদগুলোর,	
toricka,	তরিকা,	তরিকা,	
kaphphir,	কাফির,	কাফের,	
byabaharkarira,	ব্যবহারকারীরা,	ব্যবহারকারীরা,	
chalachcheelo,	চালাচ্ছিল,	চালাচ্ছিল,	
mojoot,	মজুট,	মজুত,	
bojhano,	বোঝানো,	বোঝান,	
bojhana,	বোঝানা,	বোঝান,	
drishye,	দৃশ্যে,	দৃশ্যে,	
goneshke,	গণেশকে,	গণেশকে,	
songasthasamuher,	সংগ্ঠাসমূহের,	সংস্থাসমূহের,	
nirvaher,	নির্বাহের,	নির্বাহের,	
libaaral,	লিবারেল,	লিবারাল,	
lista,	লিস্ট,	লিস্ট,	
sajjar,	সজ্জার,	সজ্জার,	
khujchila,	খুঁছিল,	খুঁজছিল,	
encription,	এনক্রিপশন,	এনক্রিপশন,	
swatantrabhabe,	স্বতনন্ত্রভাবে,	স্বতন্ত্রভাবে,	
jalaronger,	জালারঙ্গের,	জলরঙের,	
sahojlabhbhata,	সহজ্লভ্্যতা,	সহজলভ্যতা,	
mesopetemiya,	মেসোটোমেমিয়া,	মেসোপটেমিয়া,	
somomona,	সমমোনা,	সমমনা,	
rakamer,	রকমের,	রকমের,	
sehagal,	সেহাগল,	সেহগাল,	
anshograhankari,	অংশগ্রহণকারী,	অংশগ্রহনকারী,	
firozaar,	ফিরোজার,	ফিরোজার,	
kosovo,	কসভ,	কসোভো,	
ganonakari,	গণনাকারী,	গণনাকারী,	
hendbuk,	হেন্দ্বুক,	হ্যান্ডবুক,	
scoring,	স্কোরিং,	স্কোরিং,	
juktorastro,	যুক্তরাস্ট্র,	যুক্তরাষ্ট্র,	
gyaraj,	গ্যারাজ,	গ্যারাজ,	
sharee,	শের়ার,	শারি,	
choudhooreera,	চৌধুরীরা,	চৌধুরীরা,	
harts,	হার্টস,	হার্টস,	
prakashanar,	প্রকাশনার,	প্রকাশনার,	
gona,	গোনা,	গোনা,	
cathoode,	ক্যাথোড,	ক্যাথোড,	
bhortukir,	ভর্তুকীর,	ভর্তুকির,	
elaakata,	এলাকাটা,	এলাকাটা,	
biplobira,	বিপ্লোবিরা,	বিপ্লবীরা,	
jekhankar,	যেখানকার,	যেখানকার,	
peter,	পেটার,	পিটার,	
patel,	প্যাটেল,	পটেল,	
shoronikaa,	শরণিকা,	স্মরণিকা,	
diptir,	দিপ্তির,	দ্বীপটির,	
dokanir,	ডোকানির,	দোকানির,	
sloktee,	স্লোকটি,	শ্লোকটি,	
onli,	অনলি,	ওনলি,	
souvagyobosoto,	সৌবাগ্যবসত,	সৌভাগ্যবশত,	
greenpeace,	গ্রেন্েসে,	গ্রিনপিস,	
dokkhin,	দক্ষিণ,	দক্ষিন,	
joomlaar,	জুমলার,	জুমলার,	
market,	মার্কেট,	মার্কেট,	
otyabasyak,	অত্যবস্যক,	অত্যাবশ্যক,	
vriting,	ভ্রিটিং,	রাইটিং,	
atmabiswas,	আত্মবিশ্বাস,	আত্মবিশ্বাস,	
monthly,	মন্থলি,	মান্থলি,	
sujola,	সুজলা,	সুজলা,	
akdala,	একদলা,	একডালা,	
bonbhumir,	বনভুমির,	বনভূমির,	
dumy,	ডামি,	ডামি,	
jansan,	জাসন,	জনসন,	
grontheo,	গ্রন্থেও,	গ্রন্থেও,	
upobaash,	উপবাস,	উপবাস,	
shaleh,	সালেহ,	সালেহ,	
parade,	প্যারেড,	প্যারেড,	
sulker,	সালকার,	শুল্কের,	
panjorey,	পাঁজরে,	পাঁজরে,	
pracharaker,	প্রচারকের,	প্রচারকের,	
nagorikgan,	নাগরিকগণ,	নাগরিকগণ,	
hotela,	হোটেল,	হোটেল,	
lone,	লোন,	লোন,	
prokalpasamuher,	প্রকল্পসমূহের,	প্রকল্পসমূহের,	
ovidhan,	অভিধান,	অভিধান,	
destroaer,	ডেস্ট্রের,	ডেস্ট্রয়ার,	
sunno,	সুন্ন,	শুন্য,	
hothah,	হথা,	হঠাৎ,	
kiirtir,	কীর্তির,	কীর্তির,	
pubic,	পাবিিক,	পিউবিক,	
omar,	ওমার,	অমর,	
bunkerey,	বাঙ্কারে,	বাংকারে,	
dhanch,	ধাঁচ,	ধাঁচ,	
neext,	নেক্সট,	নেক্সট,	
jonoheetokor,	জনহিতকর,	জনহিতকর,	
bbilet,	বিলিট,	বিলেত,	
bisesagyo,	বিশেষজ্ঞ,	বিষেশজ্ঞ,	
chhatogolpo,	ছোটোগল্প,	ছোটগল্প,	
esisee,	এসিসি,	এসিসি,	
samabesher,	সমবেশের,	সমাবেশের,	
kiblar,	কিবলার,	কিবলার,	
dharmiyo,	ধর্মিয়,	ধর্মীও,	
gaabhaskarer,	গাভাস্কারের,	গাভাস্কারের,	
khelaryo,	খেলেরও,	খেলারও,	
serverkay,	সার্ভারকে,	সার্ভারকে,	
mukhbaundhe,	মুখসুদ্ধে,	মুখবন্ধে,	
fars,	ফার্স,	ফার্স,	
phirishtara,	ফিরিস্টারা,	ফিরিশতারা,	
seemitovabe,	সেমিটভাবে,	সীমিতভাবে,	
kabutar,	কাবুতার,	কবুতর,	
amontao,	অমনটাও,	এমনটাও,	
joonaal,	জুনাল,	জোনাল,	
dhodhi,	ধ্ধি,	দধি,	
naarsarite,	নার্সাতীতে,	নার্সারিতে,	
jolatonko,	জলাতন্ক,	জলাতংক,	
kirtikey,	কীর্তিকে,	কীর্তিকে,	
tomaderke,	তমাদেরকে,	তোমাদেরকে,	
yusoof,	ইউসুফ,	ইউসূফ,	
mohishy,	মোহিশি,	মহিষী,	
maaelsh,	মেলস,	মাইলস,	
toorisom,	তুরিশম,	ট্যুরিজম,	
zokarer,	জোকারের,	জোকারের,	
sahasa,	সহসা,	সহসা,	
debaashis,	দেবাসিস,	দেবাশিস,	
homiopyathika,	হোমিওপ্যাথিক,	হোমিওপ্যাথিক,	
sahazlabhbha,	সহজ্লভ্য,	সহজলভ্য,	
islamik,	ইসলামিক,	ইসলামীক,	
dyanisa,	ড্যানিস,	ড্যানিশ,	
mishta,	মিষ্ট,	মিষ্ট,	
parsei,	পারসেই,	পার্শ্বেই,	
bloggerder,	ব্লগগার্ডের,	ব্লগারদের,	
trinidad,	ত্রিনিদাদ,	ত্রিনিদাদ,	
ulaamara,	উলামারা,	উলামারা,	
okhondo,	অখন্দ,	অখণ্ড,	
homar,	হোমার,	হোমার,	
vishnur,	বিষ্ণুর,	বিষ্ণুর,	
harinkey,	হারিনকে,	হরিণকে,	
nootapyada,	নোতাপ্যদা,	নোটপ্যাড,	
dhar,	ধার,	ধর,	
ipler,	ইপলালার,	আইপিএলের,	
jaakarbaarg,	জাকারবার্গ,	জাকারবার্গ,	
houk,	হৌক,	হউক,	
presidiyama,	প্রেসিডিয়াম,	প্রেসিডিয়াম,	
parlour,	পার্লার,	পার্লার,	
pratipada,	প্রতিপাদা,	প্রতিপদ,	
holdeengs,	হোলেডস,	হোল্ডিংস,	
elaakaagulor,	এলাকাগুলোর,	এলাকাগুলোর,	
ekademiya,	একাডেমিয়া,	একাডেমিয়া,	
obanijyik,	অবানিজ্যিক,	অবাণিজ্যিক,	
rukhte,	রুখতে,	রুখতে,	
khalashii,	খালাসি,	খালাসী,	
prothomansho,	প্রথমানস,	প্রথমাংশ,	
abhinetara,	অভিনেটর,	অভিনেতারা,	
