plato,	প্লট,	প্লেটো,	
uparjan,	উপারজন,	উপার্জন,	
korechi,	করেছি,	করেছি,	
venishh,	ভেনিশ,	ভেনিস,	
templete,	টেম্লেটে,	টেম্পলেট,	
claud,	ক্লাড,	ক্লাউড,	
armstronz,	আর্মস্ট্রঞ্জ,	আর্মস্ট্রং,	
necker,	নেকের,	নেকের,	
soshej,	সোেজ,	সসেজ,	
pracharana,	প্রচারনা,	প্রচারণা,	
eidin,	এদিন,	এইদিন,	
vejano,	ভেজানো,	ভেজানো,	
bosontey,	বসন্তে,	বসন্তে,	
ganonanatto,	গণনান্যত্ব,	গণনাট্য,	
ashamarthita,	অসমর্থিত,	অসমর্থিত,	
daktikit,	ডক্তিকিট,	ডাকটিকিট,	
ponthar,	পন্থার,	পন্থার,	
mahasabha,	মহাসভ,	মহাসভা,	
greep,	গ্রীপ,	গ্রিপ,	
kanaflikta,	কনফিল্ট,	কনফ্লিক্ট,	
adhattikota,	আধ্যাত্বিকতা,	আধ্যাত্মিকতা,	
vushito,	ভূষিত,	ভূষিত,	
ghesa,	ঘেস,	ঘেঁষা,	
ganjana,	গঞ্জনা,	গঞ্জনা,	
kale,	কালে,	কালে,	
konistho,	কনিষ্ঠ,	কনিষ্ঠ,	
provritir,	প্রভৃতির,	প্রভৃতির,	
harja,	হার্জ,	হার্জ,	
shef,	সেফ,	শেফ,	
badhadan,	বাধ্যদান,	বাধাদান,	
engrejra,	ইংগ্রেজেরা,	ইংরেজরা,	
muchir,	মুচির,	মুচির,	
nesans,	নেসনস,	নেশনস,	
miraqela,	মিরাকেল,	মিরাকেল,	
qeyboard,	কেবোর্ড,	কীবোর্ড,	
muktume,	মুক্তমে,	মাকতুম,	
ancholeo,	আঞ্চলেও,	অঞ্চলেও,	
karmokerer,	কর্মকারের,	কর্মকারের,	
songbadmadhyamgulote,	সংবাদমধযমগুলোতে,	সংবাদমাধ্যমগুলোতে,	
suddeen,	সুদ্দিন,	সাডেন,	
chalaabi,	চালাবি,	চালাবে,	
bongsho,	বংশ,	বংশ,	
emarjensi,	এমর্জেন্সি,	এমার্জেন্সি,	
nirgun,	নির্জুণ,	নির্গুণ,	
agovir,	আগোভীর,	অগভীর,	
prodiiper,	প্রদীপের,	প্রদীপের,	
tukroti,	তুক্রতি,	টুকরোটি,	
odhit,	অধিত,	অধীত,	
hantte,	হাঁতে,	হাঁটতে,	
bohorompurer,	বহরামপুরের,	বহরমপুরের,	
shringgo,	শৃঙ্গ,	শৃঙ্গ,	
sqolastic,	স্কোলস্টিক,	স্কলাস্টিক,	
daaun,	ডাউন,	ডাউন,	
sahoocorzo,	সহুচর্য,	সাহচর্য,	
plus,	প্লাস,	প্লাস,	
shcholarshhip,	স্কলারশিপ,	স্কলারশিপ,	
bhaisoho,	ভাইসহ,	ভাইসহ,	
jalatanko,	জলতাঙ্ক,	জলাতঙ্ক,	
noitikota,	নৈতিক্ত,	নৈতিকতা,	
karadander,	কারাদান্ডের,	কারাদণ্ডের,	
thakte,	ঠাকতে,	থাকতে,	
porichhonnota,	পরিচ্ঞননতা,	পরিচ্ছন্নতা,	
sabaner,	সবনের,	সাবানের,	
cheerkut,	চিরকুত,	চিরকুট,	
idipasha,	এডিপাস,	ইডিপাস,	
soores,	সুরেশ,	সুরেশ,	
troup,	ট্রুপ,	ট্রুপ,	
carlos,	কার্লস,	কার্লোস,	
elakatey,	এলাকাতে,	এলাকাতে,	
konisttha,	কনিষ্ঠ,	কনিষ্ঠ,	
banger,	বঙ্গের,	ব্যাঙের,	
wishnu,	বিষ্ণু,	বিষ্ণু,	
panni,	পাননি,	পন্নী,	
sayeed,	সাইড,	সাইদ,	
karmazog,	কর্মযজ,	কর্মযোগ,	
babilon,	বাবিলন,	ব্যাবিলন,	
bbiswashi,	বিশ্বাসী,	বিশ্বাসী,	
ketechila,	কেটেছিল,	কেটেছিল,	
kaaferder,	কাফেরদের,	কাফেরদের,	
vedanta,	বেদন্ত,	বেদান্ত,	
gobeshona,	গবেষণা,	গবেষনা,	
kemonay,	কেমোনে,	কেমনে,	
taitela,	টাইটেল,	টাইটেল,	
dijeejer,	দিজিজের,	ডিজিজের,	
uponeeshoder,	উপনিষদের,	উপনিষদের,	
oitihya,	ঐতিহ্যা,	ঐতিহ্য,	
aazaadir,	আজাদীর,	আজাদীর,	
nopdikey,	নাপদিকে,	নদীকে,	
modelder,	মোদেলদের,	মডেলদের,	
madrajer,	মাদ্রাজের,	মাদ্রাজের,	
chotto,	চত্ব,	ছোট্ট,	
mookhomaundol,	মুখম্্মল,	মুখমণ্ডল,	
saahocorrzo,	সাহাচর্য,	সাহচর্য,	
omarjito,	অমার্জিত,	অমার্জিত,	
cholocchitrer,	চলচিত্রের,	চলচ্চিত্রের,	
moqam,	মোকা,	মোকাম,	
sathikota,	সথিকতা,	সঠিকতা,	
societykey,	সোভিটিকে,	সোসাইটিকে,	
mekbeth,	মেকব্ছে,	ম্যাকবেথ,	
durgotshober,	দুর্গটশ্বের,	দুর্গোৎসবে,	
bijepi,	বিজেপি,	বিজেপি,	
alpakichudin,	অল্পকিছিদিন,	অল্পকিছুদিন,	
utsahamulok,	উৎসাহামূলক,	উৎসাহমূলক,	
phashtara,	ফাস্টার,	ফস্টার,	
firozaa,	ফিরোজা,	ফিরোজা,	
gaujano,	গৌজন,	গজানো,	
antorbhuktimulak,	অন্তর্ভূত্মূলক,	অন্তর্ভুক্তিমূলক,	
grot,	গ্রত,	গ্রোথ,	
grip,	গ্রিপ,	গ্রিপ,	
pat,	পট,	পেত,	
dormetoree,	ডরমেটরি,	ডরমিটরি,	
cholche,	চলছে,	চলছে,	
estonia,	এস্টোনিয়া,	এস্তোনিয়া,	
dibbay,	দিব্যে,	দিব্যা,	
sobrakamer,	সব্রাকামের,	সবরকমের,	
beam,	বিম,	বিম,	
chesha,	চেষা,	চেস,	
sausagee,	সৌসাগী,	সসেজ,	
vittimul,	ভিত্তিমুল,	ভিত্তিমূল,	
chyata,	চ্যাট,	চ্যাট,	
tennys,	টেনিস,	টেনিস,	
ashankai,	আশাঙকেই,	আশঙ্কাই,	
natians,	নেটশন,	নেশনস,	
chetonagoto,	চেটনাগত,	চেতনাগত,	
olimpik,	অলিম্পিক,	অলিম্পিক,	
areek,	আরিক,	আরিক,	
grambasir,	গ্রামবাসীর,	গ্রামবাসীর,	
lisens,	লিসেন্স,	লাইসেন্স,	
prachandota,	প্রচন্ডতা,	প্রচণ্ডতা,	
dhhaby,	ঢাবি,	ঢাবি,	
deaubande,	দেববন্দে,	দেওবন্দে,	
mmadhobbir,	মমধব্বীর,	মাধবীর,	
barder,	বারদের,	বার্ডের,	
chittronattokar,	চিত্রনাত্যকার,	চিত্রনাট্যকার,	
kumarir,	কুমারির,	কুমারীর,	
inafarameshana,	ইনফ্রমেশন,	ইনফরমেশন,	
mosjidtir,	মস্যিতটির,	মসজিদটির,	
soholovyotar,	সহলভভযতার,	সহজলভ্যতার,	
ganjona,	গঞ্জনা,	গঞ্জনা,	
antarvukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
licensing,	লিসেন্সিং,	লাইসেন্সিং,	
karadanda,	কারাদন্ড,	কারাদণ্ড,	
parinoti,	পরিনতি,	পরিণতি,	
doonut,	ডুনুট,	ডোনাট,	
nikeela,	নিকেলা,	নিকেল,	
macbeth,	ম্যাসেথ,	ম্যাকবেথ,	
ceramicer,	সেরামিকের,	সিরামিকের,	
olympiker,	অলিম্পিকের,	অলিম্পিকের,	
shima,	সিম,	সীমা,	
ateetkale,	অতীতকালে,	অতীতকালে,	
sushiksar,	সুশীক্ষার,	সুশিক্ষার,	
patthon,	পাঠন,	পঠন,	
maudelti,	মডেলটি,	মডেলটি,	
anchalgulote,	অঞ্চগুলোতে,	অঞ্চলগুলোতে,	
tukroke,	তুক্রকে,	টুকরোকে,	
jerujalemer,	জেরুজাইমের,	জেরুজালেমের,	
ashok,	আসোক,	আশোক,	
pancbaar,	পাঁচার,	পাঁচবার,	
shhayatana,	স্যাটন,	শয়তান,	
setikey,	সেটিকে,	সেটিকে,	
teenage,	ট্যানেজ,	টিনেজ,	
gabhaskaar,	গভ্ষক্র,	গাভাস্কার,	
imirgincy,	এমের্জিন্সি,	এমার্জেন্সি,	
sansthagulo,	সংস্থাগুলো,	সংস্থাগুলো,	
basaa,	বসা,	বাসা,	
maniktala,	মানিক্লা,	মানিকতলা,	
asar,	আসার,	আসর,	
onekeryi,	অনেকেরই,	অনেকেরই,	
laga,	লাগ,	লগ,	
somratder,	সম্রাদ্যের,	সম্রাটদের,	
vittiow,	ভিট্যেও,	ভিত্তিও,	
iling,	এলিং,	ইলিং,	
disni,	ডিসনি,	ডিজনী,	
projononkal,	প্রজননক্লক,	প্রজননকাল,	
asamorik,	আসামরিক,	অসামরিক,	
agiboner,	আগিবনের,	আজীবনের,	
jolorong,	জলোরং,	জলরঙ,	
engrezra,	ইংগ্রেজেরা,	ইংরেজরা,	
sosharire,	সোরাশীরে,	সশরীরে,	
skart,	স্কার্ট,	স্কার্ট,	
faltir,	ফ্লটির,	ফলটির,	
iuroo,	ইউরো,	ইউরো,	
sarbhare,	সর্ভরে,	সার্ভারে,	
neurologi,	নিউরোগলি,	নিউরোলজি,	
sangosthatike,	সংস্থাতিকে,	সংস্থাটিকে,	
rifleks,	রাইফেক্স,	রিফ্লেক্স,	
kampito,	কম্পিত,	কম্পিত,	
mmesenjarer,	মেমেশাজারের,	মেসেঞ্জারের,	
pleena,	প্লেন,	প্লেন,	
difinisian,	ডিফিনিশন,	ডেফিনেশন,	
plater,	প্লেটার,	প্লেটের,	
naitikatavodh,	নৈতিকাতভধ,	নৈতিকতাবোধ,	
dokanei,	ডোকানেই,	দোকানেই,	
dasha,	দশা,	দোসা,	
baire,	বৈরে,	বাইরে,	
harbare,	হারবারে,	হারবারে,	
parq,	পার্ক,	পার্ক,	
chocchitrei,	চচ্চিত্রেই,	চলচ্চিত্রেই,	
prasadhaner,	প্রসাধনের,	প্রসাধনের,	
prokolpoti,	প্রকলপপতি,	প্রকল্পটি,	
swostir,	স্বস্তির,	স্বস্তির,	
quarter,	কোর্টার,	কোয়ার্টার,	
lotharan,	লথারণ,	লুথেরান,	
janachhe,	জানাছে,	জানাচ্ছে,	
jatata,	যতটা,	যতোটা,	
stona,	স্টন,	স্টোন,	
damane,	ডমনে,	দমনে,	
nirikhe,	নিরীখে,	নিরিখ,	
skolarship,	স্কলারশিপ,	স্কলারশিপ,	
kriita,	ক্রীট,	ক্রীট,	
thela,	ঠেল,	ঠেলা,	
sikhra,	শিখ্র,	শিখরা,	
archimedeser,	অর্কিমেদেশের,	আর্কিমিডিসের,	
grambaaseeo,	গ্রামবাসীও,	গ্রামবাসীও,	
asociatis,	অ্যাসোসিয়েস,	এসোসিয়েটস,	
uuipokar,	উপিপকার,	উইপোকার,	
bhezano,	ভেজানো,	ভেজানো,	
natunatwa,	নতুনত্ব,	নতুনত্ব,	
bhabaponno,	ভবপন্ন,	ভাবাপন্ন,	
wenus,	ওয়েনাস,	ভেনাস,	
shilbar,	সিলবার,	সিলভার,	
krush,	ক্রাশ,	ক্রুশ,	
ponjikaar,	পঞ্জিকার,	পঞ্জিকার,	
noitikbhabe,	নৈতিকভাবে,	নৈতিকভাবে,	
angkush,	অংকুশ,	অংকুশ,	
ever,	আইভার,	এভার,	
purbancoler,	পূর্বাঞ্চলের,	পূর্বাঞ্চলের,	
bi,	বি,	বি,	
debdebee,	দেবদেবী,	দেবদেবী,	
gosthyi,	গোষ্ঠী,	গোষ্ঠীই,	
onurbor,	অনুর্বর,	অনুর্বর,	
poste,	পোস্টে,	পোস্টে,	
aairese,	আইরিশে,	আইরেসে,	
silvi,	সিলভী,	সিলভি,	
asamonjoshopurno,	আসমা্যস্যপূর্ণ,	অসামঞ্জস্যপূর্ণ,	
niranjan,	নিরাজন,	নিরঞ্জন,	
franco,	ফ্রাঙ্ক,	ফ্রাঙ্কো,	
itastatoh,	ইতসস্তত,	ইতস্ততঃ,	
iqbalke,	ইকবলকে,	ইকবালকে,	
mokhmoley,	মখমলে,	মখমলে,	
taateo,	তাতেও,	তাতেও,	
disney,	ডিসনে,	ডিজনী,	
nischitrupe,	নিশ্চিত্রূপে,	নিশ্চিতরূপে,	
dalu,	ডাউল,	ডালু,	
grambasio,	গ্রামবাসীও,	গ্রামবাসীও,	
opargota,	অপরগত,	অপারগতা,	
baasaake,	বাসাকে,	বাসাকে,	
qarima,	কারিমা,	করিম,	
chaalaabi,	চালাবি,	চালাবে,	
goodamjato,	গুমাজমাত,	গুদামজাত,	
bagmara,	বাগমরা,	বাগমারা,	
udar,	উদার,	উদর,	
zzonite,	জোনিতে,	যোনীতে,	
yuqeliptas,	ইউকেলিপ্টাস,	ইউক্যালিপ্টাস,	
