taurat,	ট্যারাট,	তওরাত,	
samanwitobhabe,	সমান্নভিতভাবে,	সমন্বিতভাবে,	
selinar,	সেলিনার,	সেলিনার,	
artilari,	আর্টিলারি,	আর্টিলারি,	
kkomatei,	কমাতেই,	কমাতেই,	
mousumei,	মৌসুমেই,	মৌসুমেই,	
mahakabi,	মহাকাবি,	মহাকবি,	
patthkrom,	পাঠ্রক,	পাঠক্রম,	
reesideensa,	রেসিডেন্স,	রেসিডেন্স,	
dayraa,	দাররা,	ডেরা,	
taala,	তালা,	তালা,	
dollu,	ডললু,	ডলু,	
peto,	পেতো,	পেত,	
shangsthagulo,	সংস্থগুলো,	সংস্থাগুলো,	
temonyi,	টেমনই,	তেমনই,	
qarlosa,	কার্লস,	কার্লোস,	
horus,	হরুষ,	হোরাস,	
byabaharkariderke,	ব্যবহারকারদেরকে,	ব্যবহারকারীদেরকে,	
aziz,	এজিজ,	আজিজ,	
sangosthagulo,	সংস্থাগুলো,	সংস্থাগুলো,	
pragresa,	প্রোগ্রেস,	প্রগ্রেস,	
manush,	মানুষ,	মানুষ,	
sampadaner,	সম্পাদনের,	সম্পাদনের,	
siit,	সেট,	শীত,	
goroor,	গরুর,	গরুর,	
vogno,	ভোগন,	ভগ্ন,	
hillse,	হিল্লে,	হিলসে,	
rachonakal,	রচনাকাল,	রচনাকাল,	
tookoo,	টুকো,	টুকু,	
shabnam,	শাবনাম,	শবনম,	
patisapta,	পটিশপ্ত,	পাটিসাপটা,	
awrbit,	আর্বিত,	অরবিট,	
bim,	বীম,	বিম,	
everage,	এভারেজ,	এভারেজ,	
pettern,	প্যাটার্ন,	প্যাটার্ন,	
eeksapreeshana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
brindaabane,	ব্রিন্ডাবেন,	বৃন্দাবনে,	
kaferder,	কাফারদার,	কাফেরদের,	
cholochchitrogulor,	চলচ্চিত্রগুলোর,	চলচ্চিত্রগুলোর,	
obhiyojan,	অভিযোজন,	অভিযোজন,	
nilkamol,	নিলকমাল,	নীলকমল,	
peeri,	পেরি,	পেরি,	
brindaboney,	ব্রিন্ডবে,	বৃন্দাবনে,	
chowdhuryo,	চৌধুর্য,	চৌধুরীও,	
merjito,	মের্জিত,	মার্জিত,	
kormopontha,	কর্মপন্থা,	কর্মপন্থা,	
byabaharkarir,	ব্যবহারকারির,	ব্যবহারকারীর,	
technocrat,	টেক্নচ্রাট,	টেকনোক্র্যাট,	
battery,	ব্যাটারি,	ব্যাটারী,	
pooding,	পুদিং,	পুডিং,	
shithilata,	শিথিতা,	শিথিলতা,	
dharavahikbhabe,	ধারাভাকিভাবে,	ধারাবাহিকভাবে,	
teenti,	তিনটি,	তিনটি,	
fulkopi,	ফুলকোপি,	ফুলকপি,	
sadena,	সাদেনা,	সাডেন,	
shkolashtic,	স্কলাস্টিক,	স্কলাস্টিক,	
aswastikor,	অস্বস্তিকর,	অস্বস্তিকর,	
songosthagulo,	সংস্থাগুলো,	সংস্থাগুলো,	
andamana,	অন্ডোমানা,	আন্দামান,	
reno,	রেন,	রেনো,	
gonohottake,	গণতহ্যাকে,	গণহত্যাকে,	
pracharana,	প্রচারনা,	প্রচারণা,	
sho,	শো,	শো,	
algorithm,	অ্যালগোরিদম,	এলগরিদম,	
vittitei,	ভিত্তিতেই,	ভিত্তিতেই,	
kloud,	ক্লদ,	ক্লাউড,	
sangkalanti,	সংকলান্টি,	সংকলনটি,	
aqabar,	আকাবার,	আকাবার,	
maailkhanek,	মাইলক্ষণক,	মাইলখানেক,	
shithilatar,	শিথিলাতার,	শিথিলতার,	
soholovyotar,	সহলভাযতার,	সহজলভ্যতার,	
shikhbe,	শিখ্বে,	শিখবে,	
parqim,	পার্কিং,	পার্কিং,	
rabe,	রব,	রবে,	
taoonship,	টাউন্সিপ,	টাউনশিপ,	
sanaktokaron,	শনাক্তকরণ,	সনাক্তকরণ,	
shashoto,	শাসত,	শাশ্বত,	
russad,	রুশদা,	রুশদ,	
postay,	পোষ্টে,	পোষ্টে,	
lyandim,	ল্যান্ডিং,	ল্যান্ডিং,	
bhabatarini,	ভাবাতারিণী,	ভবতারিণী,	
proshtotto,	প্রস্তত্ত্ব,	প্রস্ত্তত,	
machsaho,	মাছসা,	মাছসহ,	
hamburge,	হামববার্গে,	হামবুর্গে,	
kayartara,	কায়ার্টার,	কোয়ার্টার,	
uporitole,	উপরিতলে,	উপরিতলে,	
netherlander,	নেদারল্যান্ডের,	নেদারল্যান্ডের,	
palbongser,	পল্ববংশের,	পালবংশের,	
ala,	আল,	আলা,	
jeansh,	জিন্স,	জিন্স,	
maile,	মেলে,	মাইলি,	
baipasa,	বাইপস,	বাইপাস,	
wictor,	ভিক্টর,	ভিক্টর,	
chalachchitreo,	চলচিত্রেতে,	চলচ্চিত্রেও,	
sarbhaarer,	সর্ভারের,	সার্ভারের,	
august,	আগস্ট,	আগষ্ট,	
karmasansthaner,	কর্মসংস্তানের,	কর্মসংস্থানের,	
bipojjanak,	বিপদজ্জনক,	বিপজ্জনক,	
kanagulo,	কানগুলো,	কণাগুলো,	
armstranj,	আর্মস্ত্রিজ,	আর্মস্ট্রং,	
shaahocharjo,	শাহচর্য,	সাহচর্য,	
shayanaida,	সাইনাইদ,	সায়ানাইড,	
elakaati,	এলাকাটি,	এলাকাটি,	
daawn,	ডাউন,	ডাউন,	
moldowa,	মলোদ্বা,	মলদোভা,	
pathkrom,	পাঠক্রম,	পাঠক্রম,	
adhattikotar,	আধ্যাত্তিকার,	আধ্যাত্মিকতার,	
cannel,	ক্যানেল,	ক্যানেল,	
dormetoree,	ডরমেটরি,	ডরমিটরি,	
bite,	বিটে,	বাইট,	
oviyojan,	অভিযোজন,	অভিযোজন,	
messengar,	মেসেনজার,	মেসেঞ্জার,	
bijito,	বিজিত,	বিজিত,	
nortokike,	নর্তটিকে,	নর্তকীকে,	
bhumija,	ভূমিজা,	ভূমিজ,	
zubokra,	যুবকরা,	যুবকরা,	
bishshaashi,	বিশ্বাসী,	বিশ্বাসই,	
sanghorshik,	সাংরর্ষিক,	সাংঘর্ষিক,	
stain,	স্টেইন,	স্টেন,	
bheemsen,	ভীম্ষেন,	ভীমসেন,	
parqasa,	পার্কস,	পার্কস,	
amerikar,	আমেরিকার,	আমেরিকার,	
dabhara,	দাভার,	ডোভার,	
neurologi,	নিউরোলজি,	নিউরোলজি,	
karir,	কারির,	কারীর,	
zilyanda,	জিল্যান্ড,	জিল্যান্ড,	
vatar,	ভাটার,	ভাতার,	
panni,	পাননি,	পন্নী,	
byakhyatita,	ব্যাখ্যাটিত,	ব্যাখ্যাতীত,	
agomone,	আগমনে,	আগমনে,	
messengerer,	মেসেঞজারের,	মেসেঞ্জারের,	
chaudhurio,	চৌধুরিও,	চৌধুরীও,	
johor,	জোহর,	জহর,	
chhooteete,	ছুটিতে,	ছুটিতে,	
mozart,	মজার্ট,	মোজার্ট,	
laeshesh,	লেসেস,	লাইসেন্স,	
vishnuke,	বিষ্ণুকে,	বিষ্ণুকে,	
eporzonto,	এপরজন্ত,	এপর্যন্ত,	
drishyagulote,	দৃশ্যুগুতোতে,	দৃশ্যগুলোতে,	
indro,	ইন্দ্র,	ইন্দ্র,	
korkotkranti,	কর্কটির্টটি,	কর্কটক্রান্তি,	
kkomandar,	কমান্ডার,	কমাণ্ডার,	
udbhabony,	উদ্ভাবনী,	উদ্ভাবনী,	
sealvi,	সিলভি,	সিলভি,	
bifal,	বিফল,	বিফল,	
satarkatar,	সর্তক্তার,	সতর্কতার,	
devolopar,	ডেভলপার,	ডেভলপার,	
shfingtar,	স্ফিনটার,	স্ফিংটার,	
chalta,	চলত,	চালতা,	
baarnish,	বার্নিস,	বার্নিশ,	
gonesh,	গণেস,	গণেশ,	
asovo,	অসোভ,	অসভ্য,	
babona,	বানা,	বাবনা,	
mousumeo,	মৌসুমেও,	মৌসুমেও,	
economeeks,	একোনমিক্স,	ইকোনমিকস,	
onkeeta,	অংকীত,	অঙ্কিতা,	
sulphate,	সালফটে,	সালফেট,	
sampadankaree,	সম্পাদনকারী,	সম্পাদনকারী,	
pyatarna,	প্যাটার্ন,	প্যাটার্ন,	
chalochchitraeei,	চলচ্চিত্রেই,	চলচ্চিত্রেই,	
kaalki,	কালকি,	কালকি,	
anchalo,	আঞ্চল,	অঞ্চলও,	
shaapholler,	সাফলের,	সাফল্যের,	
kulo,	কূলো,	কুলো,	
postkay,	পোষ্টকে,	পোস্টকে,	
debdebi,	দেবদেবি,	দেবদেবী,	
byatikrami,	ব্যাতিক্রমী,	ব্যতিক্রমী,	
mangolic,	মঙ্গোলিক,	মাঙ্গলিক,	
abosare,	অবসারে,	অবসরে,	
pretishta,	প্রিটিট্ট,	প্রতিষ্টা,	
bujhleo,	বুঝলেও,	বুঝলেও,	
moushumei,	মৌসমেই,	মৌসুমেই,	
pare,	পারে,	পাড়ে,	
durgotsave,	দুর্গটভাবে,	দুর্গোৎসবে,	
daaktikit,	দাক্ষিকিত,	ডাকটিকিট,	
masjidtir,	মাসজিদটির,	মসজিদটির,	
dobhara,	দোবরা,	ডোভার,	
rakkhanbhag,	রক্ষণভাগ,	রক্ষণভাগ,	
qyapasula,	ক্যাপসুল,	ক্যাপসুল,	
ongshograhon,	অংশগ্রহণ,	অংশগ্রহন,	
selina,	সেলিনা,	সেলিনা,	
koro,	কোর,	করো,	
bandike,	বাঁদিকে,	বন্দীকে,	
ancholsaho,	আঞ্চলস,	অঞ্চলসহ,	
jomkaalo,	জমকাল,	জমকালো,	
spreedashita,	স্প্রেদশিত,	স্প্রেডশীট,	
khoja,	খোজ,	খোজা,	
emarjenshi,	এমরেজ্নি,	এমার্জেন্সি,	
bhaider,	ভাইদের,	ভাইদের,	
bhugten,	ভুগতেন,	ভুগতেন,	
panthaar,	প্যান্থার,	পন্থার,	
kyethalika,	ক্যাথলিক,	ক্যাথলিক,	
phutonta,	ফুটন্ট,	ফুটন্ত,	
ghoorsen,	ঘুরেছেন,	ঘুরেছেন,	
byaboharkareer,	ব্যবহারকারির,	ব্যবহারকারীর,	
kiuti,	কিউটি,	কিউটি,	
aembed,	এম্বেড,	এম্বেড,	
keui,	কিউই,	কেউই,	
naajee,	নাজি,	নাত্সি,	
porichhonnota,	পরিচ্্ননা,	পরিচ্ছন্নতা,	
mogert,	মগ্রা,	মোজার্ট,	
trete,	ট্রেটে,	ট্রেতে,	
sima,	সিম,	সীমা,	
oteeteo,	অতিতেও,	অতীতেও,	
elakaatite,	এলাকাতিতে,	এলাকাটিকে,	
soccer,	সক্সের,	সকার,	
khudey,	খুদে,	ক্ষুদে,	
horinner,	হরিনের,	হরিণের,	
saseja,	সোজজ,	সসেজ,	
chidrapathe,	চিদ্রপথে,	ছিদ্রপথে,	
progresh,	প্রোগ্রেস,	প্রগ্রেস,	
nothivookto,	নথিভূক্ত,	নথিভুক্ত,	
bamna,	বা্মা,	বামনা,	
bhashik,	ভাষিক,	ভাষিক,	
tiunar,	টিউনার,	টিউনার,	
utsahamulok,	উত্তাসমূলক,	উৎসাহমূলক,	
eenasiyeenta,	ইনসাইজেন্ট,	এনসিয়েন্ট,	
homsher,	হোমসের,	হোমসের,	
dharai,	ধারাই,	ধারাই,	
ramonar,	রামার,	রমনার,	
kod,	কোদ,	কোড,	
darjiling,	ডার্জিলিং,	দার্জিলিং,	
kkompito,	কম্পিত,	কম্পিত,	
iash,	আয়শ,	আইএএস,	
nebhate,	নেভাতে,	নেভাতে,	
dormitoree,	ডরমেটরি,	ডরমিটরি,	
maail,	মেল,	মাইল,	
longhoner,	লঙ্ঘনের,	লংঘনের,	
prostototo,	প্রস্তত্ত,	প্রস্ত্তত,	
brindaa,	ব্রিন্ডা,	বৃন্দা,	
pyaleshtainer,	প্যালেস্টাইনের,	প্যালেস্টাইনের,	
oncolsoho,	অঞ্চলসহ,	অঞ্চলসহ,	
judhahato,	যুদ্ধত,	যুদ্ধাহত,	
biqe,	বিকে,	বাইক,	
aksharke,	অক্ষরে,	অক্ষরকে,	
gronthei,	গ্রন্থেই,	গ্রন্থেই,	
bharson,	ভার্সন,	ভারশন,	
daroda,	দরদা,	দারদা,	
shreeshree,	শ্রীশ্রী,	শ্রীশ্রী,	
manabmoner,	মানববমনের,	মানবমনের,	
moshjidti,	মস্জিদটি,	মসজিদটি,	
balbo,	বলবো,	বলবো,	
sahozlabhbhatar,	সহজালভাতের,	সহজলভ্যতার,	
neerbahi,	নির্বাহী,	নির্বাহি,	
creesceent,	ক্রিসেেন্ট,	ক্রিসেন্ট,	
